split,kernel_family,target,r2,smape,rmse,rpe_median,rpe_mean,rpe_q25,rpe_q75,inference_seconds_per_sample,n_samples
test,all,lut,0.7907789349555969,22.228713989257812,49648.8828125,-1.0166043043136597,-9.355619430541992,-14.274826049804688,10.750731468200684,0.0001382944013742844,294
test,all,ff,0.8448805212974548,28.07694435119629,26815.83203125,-0.32824134826660156,-123.5103530883789,-10.846288681030273,13.19870662689209,0.0001382944013742844,294
test,all,dsp,0.3292415738105774,25.954410552978516,872.1051635742188,0.0,-397.8717041015625,-9.4774751663208,8.323141098022461,0.0001382944013742844,294
test,all,bram,0.796891987323761,25.800418853759766,13.579370498657227,0.0,-2.8149807453155518,-9.924949645996094,16.048301696777344,0.0001382944013742844,294
test,all,cycles_max,0.6397419571876526,32.3358039855957,314437.46875,5.265507698059082,-26.372085571289062,-17.689964294433594,21.251853942871094,0.0001382944013742844,294
test,all,interval_max,0.6276116967201233,40.245750427246094,319827.125,1.2265019416809082,-57.133628845214844,-31.267406463623047,19.413515090942383,0.0001382944013742844,294
test,2layer,lut,0.9487310647964478,7.782651424407959,1516.2926025390625,-2.208029270172119,-3.6028575897216797,-7.022098064422607,3.5545363426208496,0.0001382944013742844,64
test,2layer,ff,0.9047852754592896,8.694632530212402,1222.873291015625,-8.821263313293457,-7.565342903137207,-13.028891563415527,-2.02964186668396,0.0001382944013742844,64
test,2layer,dsp,0.9833812713623047,5.798499584197998,0.5750395059585571,0.0,1.5189588069915771,0.0,5.1748809814453125,0.0001382944013742844,64
test,2layer,bram,0.28638380765914917,23.991294860839844,1.8227406740188599,0.2234792709350586,-2.040562391281128,-15.626343727111816,11.569671630859375,0.0001382944013742844,64
test,2layer,cycles_max,0.8737963438034058,15.02717113494873,784.8397216796875,0.6784635782241821,0.045354366302490234,-8.755075454711914,12.771206855773926,0.0001382944013742844,64
test,2layer,interval_max,0.8032541871070862,18.400068283081055,583.1864013671875,11.295698165893555,7.376562118530273,-2.1438357830047607,20.463973999023438,0.0001382944013742844,64
test,3layer,lut,0.9244375228881836,6.621772766113281,2673.197265625,0.41948455572128296,0.06934596598148346,-3.530179977416992,6.179040908813477,0.0001382944013742844,58
test,3layer,ff,0.944705069065094,5.366775989532471,1224.56640625,-0.8728387355804443,-1.2962158918380737,-5.8246002197265625,4.349236965179443,0.0001382944013742844,58
test,3layer,dsp,0.9377264976501465,8.216672897338867,1.385788083076477,0.0,-2.604499101638794,-8.96479606628418,1.9713129997253418,0.0001382944013742844,58
test,3layer,bram,0.5336006879806519,20.780641555786133,4.051448345184326,-0.28148096799850464,0.15024274587631226,-8.924525260925293,9.813104629516602,0.0001382944013742844,58
test,3layer,cycles_max,0.8583252429962158,15.193443298339844,1225.130615234375,6.640161514282227,2.738529682159424,-3.5464301109313965,17.26218605041504,0.0001382944013742844,58
test,3layer,interval_max,0.7740030884742737,16.259788513183594,659.4178466796875,4.051353454589844,3.6307220458984375,-6.238256931304932,15.10025691986084,0.0001382944013742844,58
test,conv1d,lut,0.687003493309021,20.548755645751953,7515.7958984375,1.5796173810958862,0.592608630657196,-17.691280364990234,21.521068572998047,0.0001382944013742844,24
test,conv1d,ff,0.8438105583190918,14.61359977722168,7032.6083984375,7.401982307434082,3.886418581008911,-5.270199775695801,14.485986709594727,0.0001382944013742844,24
test,conv1d,dsp,0.9101200103759766,10.577070236206055,0.728275716304779,0.0,6.343724727630615,0.0,15.416890144348145,0.0001382944013742844,24
test,conv1d,bram,0.44053953886032104,44.093963623046875,8.870282173156738,2.1934969425201416,-19.028419494628906,-55.077415466308594,32.98042297363281,0.0001382944013742844,24
test,conv1d,cycles_max,0.6893983483314514,52.816444396972656,84102.5234375,-24.64545249938965,-53.50202941894531,-96.06465148925781,22.643632888793945,0.0001382944013742844,24
test,conv1d,interval_max,0.6348464488983154,51.19097137451172,91189.03125,-10.216264724731445,-36.43611526489258,-68.13752746582031,28.74013328552246,0.0001382944013742844,24
test,conv2d,lut,0.5433344841003418,27.772062301635742,13529.9912109375,9.735265731811523,-2.7484636306762695,-20.623497009277344,18.81256866455078,0.0001382944013742844,13
test,conv2d,ff,0.5844101905822754,24.715784072875977,38297.25390625,15.17184829711914,4.135258674621582,-11.603732109069824,21.28612518310547,0.0001382944013742844,13
test,conv2d,dsp,0.9390489459037781,15.616639137268066,0.5046026110649109,0.0,0.7573955059051514,-13.120229721069336,8.821487426757812,0.0001382944013742844,13
test,conv2d,bram,0.2713916301727295,29.051982879638672,16.62395668029785,12.78338623046875,5.905686378479004,-21.570192337036133,22.025131225585938,0.0001382944013742844,13
test,conv2d,cycles_max,0.323383629322052,80.38594818115234,1490950.75,-34.31672286987305,-149.13064575195312,-201.4742431640625,33.3372917175293,0.0001382944013742844,13
test,conv2d,interval_max,0.30073148012161255,83.50096893310547,1515902.0,-25.54303741455078,-145.2584686279297,-184.6101531982422,37.80649948120117,0.0001382944013742844,13
test,dense_latency,lut,0.7996992468833923,19.931785583496094,52186.6796875,4.952330589294434,-3.159005641937256,-13.566007614135742,15.972920417785645,0.0001382944013742844,42
test,dense_latency,ff,0.7743332982063293,33.97843551635742,58616.734375,13.577520370483398,-44.454345703125,-2.717332363128662,20.408275604248047,0.0001382944013742844,42
test,dense_latency,dsp,0.13886690139770508,52.32035446166992,1996.3072509765625,0.0,-44.49406814575195,-79.00137329101562,20.835786819458008,0.0001382944013742844,42
test,dense_latency,bram,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001382944013742844,42
test,dense_latency,cycles_max,0.5731848478317261,48.24971389770508,106.44589233398438,8.753700256347656,-66.26959228515625,-24.254953384399414,31.670669555664062,0.0001382944013742844,42
test,dense_latency,interval_max,0.49605804681777954,56.13554763793945,20.399700164794922,2.8164639472961426,-128.5717315673828,-54.86259841918945,24.066864013671875,0.0001382944013742844,42
test,dense_resource,lut,0.8902878761291504,19.614835739135742,56301.578125,-3.4440360069274902,-3.0019266605377197,-22.651039123535156,14.404694557189941,0.0001382944013742844,34
test,dense_resource,ff,0.7893210649490356,16.385021209716797,25258.775390625,3.6571571826934814,0.016905590891838074,-6.718811988830566,14.540407180786133,0.0001382944013742844,34
test,dense_resource,dsp,0.7564593553543091,26.51253890991211,682.445556640625,0.0,-20.059833526611328,-0.9198628664016724,11.775175094604492,0.0001382944013742844,34
test,dense_resource,bram,0.8656406402587891,15.609491348266602,3.399763584136963,1.409317970275879,-1.6590815782546997,-1.6212141513824463,16.73893928527832,0.0001382944013742844,34
test,dense_resource,cycles_max,0.9184939861297607,24.96613121032715,718.3373413085938,7.898219108581543,-12.629437446594238,-5.497158527374268,16.155916213989258,0.0001382944013742844,34
test,dense_resource,interval_max,0.9240067601203918,23.277828216552734,97.29235076904297,-2.364034652709961,-32.463932037353516,-19.099393844604492,5.711789608001709,0.0001382944013742844,34
test,rule4ml,lut,0.44671523571014404,55.84479522705078,91896.7578125,-16.253955841064453,-38.436275482177734,-51.04835510253906,34.545982360839844,0.0001382944013742844,59
test,rule4ml,ff,0.7930135130882263,80.18091583251953,20574.259765625,8.812736511230469,-576.8338623046875,-150.4942626953125,43.88328552246094,0.0001382944013742844,59
test,rule4ml,dsp,0.15330874919891357,54.69794464111328,827.407470703125,0.0,-1941.2158203125,-63.81081008911133,10.776792526245117,0.0001382944013742844,59
test,rule4ml,bram,0.6960089802742004,48.778804779052734,28.27670669555664,9.995352745056152,-4.566196441650391,-32.09169006347656,32.853858947753906,0.0001382944013742844,59
test,rule4ml,cycles_max,0.6075588464736938,41.96302795410156,289.9609680175781,12.291095733642578,-25.0789737701416,-32.012428283691406,34.04270935058594,0.0001382944013742844,59
test,rule4ml,interval_max,-1.6411848068237305,72.00582885742188,125.05088806152344,-35.008628845214844,-139.2093963623047,-164.4969482421875,7.2432451248168945,0.0001382944013742844,59
exemplar,all,lut,0.3943972587585449,52.67499542236328,21393.662109375,-30.671798706054688,-78.64342498779297,-98.09024810791016,14.545658111572266,0.00011849039248772896,400
exemplar,all,ff,-0.06571388244628906,73.86544799804688,17889.46484375,-76.00726318359375,-355.7789001464844,-234.17337036132812,1.8732237815856934,0.00011849039248772896,400
