epoch,train_loss,val_r2,val_r2_lut,val_r2_ff,val_r2_dsp,val_r2_bram,val_r2_cycles_max,val_r2_interval_max,val_resource_r2,val_timing_r2,val_smape,val_smape_lut,val_smape_ff,val_smape_dsp,val_smape_bram,val_smape_cycles_max,val_smape_interval_max,val_resource_smape,val_timing_smape,val_rmse,val_rmse_lut,val_rmse_ff,val_rmse_dsp,val_rmse_bram,val_rmse_cycles_max,val_rmse_interval_max,val_resource_rmse,val_timing_rmse,val_loss,train_seconds,validation_seconds,epoch_seconds,cumulative_training_seconds,train_seconds_per_sample,peak_gpu_memory_mb
11,0.2902681672409789,0.14774028956890106,0.3554840683937073,0.3516438603401184,-0.04859018325805664,0.20592057704925537,0.027744710445404053,-0.005761265754699707,0.2161145806312561,0.010991722345352173,71.27767181396484,57.38848876953125,50.84988021850586,105.7631607055664,51.46324157714844,76.60184478759766,85.5993881225586,66.36619567871094,81.10061645507812,84111.2265625,101501.2578125,55363.00390625,1971.687744140625,27.29551124572754,171265.96875,174538.171875,39715.8125,172902.0625,0.3309117113098954,4.006188577011926,1.682505642005708,5.688695618999191,64.58810677801375,0.05487929557550584,2490.74658203125
12,0.29807908149206475,0.13577702641487122,0.2551574110984802,0.28048014640808105,-0.058193087577819824,0.18903076648712158,0.0787762999534607,0.06941062211990356,0.16661880910396576,0.07409346103668213,69.89490509033203,60.55541229248047,55.72142028808594,111.2950668334961,50.90804672241211,61.648677825927734,79.24078369140625,69.61998748779297,70.44473266601562,84007.6171875,109115.6015625,58322.2421875,1980.6954345703125,27.58426856994629,166710.6875,167888.90625,42361.53125,167299.796875,0.32523084138378955,3.621661654993659,1.778802849992644,5.400465974002145,69.99052080902038,0.04961180349306382,2490.74658203125
13,0.2809885403473083,0.1811128407716751,0.4122411012649536,0.4762413501739502,-0.014483332633972168,0.0714673399925232,0.10151630640029907,0.039694368839263916,0.2363666146993637,0.0706053376197815,72.21026611328125,55.03236770629883,48.650634765625,102.22010803222656,64.00853729248047,71.73576354980469,91.61416625976562,67.47791290283203,81.67496490478516,80641.0703125,96929.1015625,49759.77734375,1939.356689453125,29.516023635864258,164640.234375,170548.421875,37164.4375,167594.328125,0.3215429529999242,3.547840471001109,1.6001019809918944,5.147943669988308,75.18807550199563,0.04860055439727547,2490.74658203125
14,0.2812289379230917,0.23189707100391388,0.36194169521331787,0.4577276110649109,-0.034709930419921875,0.20813876390457153,0.20464938879013062,0.1936349868774414,0.2482745349407196,0.199142187833786,67.7804183959961,57.94378662109375,50.08756637573242,100.8203353881836,51.77474594116211,63.84602737426758,82.21003723144531,65.15660858154297,73.02803039550781,77465.6640625,100991.4921875,50631.58984375,1958.5947265625,27.257360458374023,154903.140625,156281.9375,38402.23046875,155592.53125,0.31186658595547534,3.6980378099833615,1.6285340449830983,5.326572959980695,80.51688173401635,0.0506580521915529,2490.74658203125
15,0.27918047876390695,0.1836652308702469,0.29445552825927734,0.2578928470611572,-0.04949522018432617,0.26089948415756226,0.1752030849456787,0.16303563117980957,0.19093815982341766,0.16911935806274414,70.64313507080078,57.2237548828125,52.15544891357422,107.79550170898438,54.15549850463867,68.59288024902344,83.93572998046875,67.83255004882812,76.2643051147461,80731.953125,106198.109375,59230.6015625,1972.5384521484375,26.333646774291992,157744.578125,159219.5625,41856.89453125,158482.0625,0.31303177006316907,3.613813585980097,1.6016284899960738,5.215443460008828,85.78525624101167,0.049504295698357494,2490.74658203125
16,0.27000026996821574,0.1704433411359787,0.27689313888549805,0.3998495936393738,-0.04094588756561279,0.231983482837677,0.07923126220703125,0.0756484866142273,0.216945081949234,0.07743987441062927,68.02706146240234,61.43198013305664,51.081382751464844,98.91227722167969,57.01504898071289,62.48957061767578,77.23211669921875,67.11017608642578,69.86083984375,82793.8359375,107511.7265625,53265.1171875,1964.48779296875,26.843833923339844,166669.515625,167325.28125,40692.04296875,166997.40625,0.3137156945286375,3.929582306998782,1.9390980250027496,5.8686816149856895,91.69682821500464,0.05382989461642167,2490.74658203125
17,0.2735616603534516,0.15677374601364136,0.2626359462738037,0.2384205460548401,-0.038303256034851074,0.22855144739151,0.14986258745193481,0.0994752049446106,0.17282617092132568,0.1246688961982727,67.2517318725586,58.52135467529297,50.965850830078125,99.5252456665039,58.34429168701172,61.336021423339844,74.81761932373047,66.83918762207031,68.07682037353516,82643.6796875,108566.4375,60002.6484375,1961.9925537109375,26.903745651245117,160149.453125,165154.640625,42639.5,162652.046875,0.3041920237468951,3.8856323180079926,1.6012789639935363,5.486913116998039,97.1864980890241,0.05322783997271223,2490.74658203125
18,0.25015410576781183,0.1858813762664795,0.28882116079330444,0.24468499422073364,-0.03842651844024658,0.33796852827072144,0.12537598609924316,0.15686410665512085,0.20826204121112823,0.141120046377182,65.10790252685547,58.153961181640625,51.01005554199219,99.72584533691406,51.90264129638672,60.51519012451172,69.33971405029297,65.19812774658203,64.92745208740234,81768.1171875,106621.3046875,59755.36328125,1962.1090087890625,24.92289924621582,162439.484375,159805.5,42090.92578125,161122.5,0.2953134391343955,3.638189905002946,1.6207497650175355,5.258940811996581,102.49893679301022,0.04983821787675269,2490.74658203125
19,0.2551959965327015,0.24984006583690643,0.3537977337837219,0.3495364189147949,-0.01601862907409668,0.29926401376724243,0.3012719750404358,0.2111889123916626,0.24664488434791565,0.2562304437160492,64.48485565185547,57.13568878173828,49.386817932128906,97.69479370117188,50.65776062011719,59.969329833984375,72.06475067138672,63.71876525878906,66.01704406738281,76469.0390625,101633.953125,55452.90625,1940.8236083984375,25.641088485717773,145189.421875,154571.515625,39763.33203125,149880.46875,0.2930861883091204,3.6588242840080056,1.6218187290069181,5.280644204001874,107.8281127170194,0.050120880602849395,2490.74658203125
20,0.2466685420846286,0.23196808993816376,0.36228275299072266,0.4042661190032959,-0.022664189338684082,0.22588986158370972,0.2130659818649292,0.20896798372268677,0.24244363605976105,0.21101698279380798,65.45050048828125,57.928096771240234,50.10319519042969,97.8351821899414,48.74561309814453,65.79450988769531,72.29641723632812,63.65302276611328,69.04546356201172,77479.609375,100964.4921875,53068.76171875,1947.16064453125,26.950117111206055,154081.34375,154788.96875,39001.83984375,154435.15625,0.3007524139953382,3.5882563659979496,1.6167802769923583,5.205037823005114,113.08668064200901,0.04915419679449246,2548.0517578125
21,0.2526442490211905,0.24343466758728027,0.43047624826431274,0.3806873559951782,-0.03053414821624756,0.2801480293273926,0.20142990350723267,0.198400616645813,0.2651943564414978,0.19991526007652283,64.62056732177734,56.35295486450195,50.106590270996094,100.89543914794922,49.38206481933594,59.3984260559082,71.58789825439453,64.18426513671875,65.4931640625,77089.8046875,95413.6484375,54108.7890625,1954.638427734375,25.988479614257812,155216.328125,155819.4375,37875.765625,155517.875,0.2953006462617354,3.6322772710118443,1.5963804459897801,5.228659026994137,118.37112384001375,0.04975722289057321,2548.0517578125
22,0.26258358808412946,0.24299299716949463,0.41619181632995605,0.42116278409957886,-0.03600883483886719,0.3125067353248596,0.21062588691711426,0.13347971439361572,0.27846312522888184,0.172052800655365,64.85411834716797,56.42449188232422,49.35757827758789,100.2353515625,50.39360046386719,61.370635986328125,71.343017578125,64.10275268554688,66.35682678222656,77870.8828125,96602.796875,52310.765625,1959.8236083984375,25.397647857666016,154320.046875,162006.453125,37724.6953125,158163.25,0.2962419164903236,3.7717934969987255,1.6866356719983742,5.458430616999976,123.8345364970155,0.05166840406847569,2645.2333984375
23,0.25502230084105715,0.2008163183927536,0.34724557399749756,0.3956912159919739,-0.05477595329284668,0.26733267307281494,0.14483779668807983,0.10456651449203491,0.23887337744235992,0.12470215559005737,65.7208251953125,57.89830780029297,51.495574951171875,104.98826599121094,52.15375518798828,59.81185531616211,67.97721862792969,66.63397216796875,63.89453887939453,80485.0234375,102147.9140625,53449.33203125,1977.494873046875,26.218791961669922,160622.046875,164687.109375,39400.2421875,162654.578125,0.3021273125301708,3.686199735995615,1.6539955160114914,5.340196242992533,129.1773030690092,0.05049588679446048,2645.2333984375
24,0.24956580139186285,0.19208718836307526,0.3792545795440674,0.43866175413131714,-0.050971031188964844,0.09741389751434326,0.16050535440444946,0.12765860557556152,0.21608980000019073,0.1440819799900055,66.44398498535156,56.29145431518555,50.24921417236328,103.66719818115234,55.13724136352539,63.76911926269531,69.54966735839844,66.33627319335938,66.65939331054688,79137.0859375,99611.9375,51513.984375,1973.9249267578125,29.100711822509766,159143.859375,162549.703125,38282.234375,160846.78125,0.30283247611739417,3.58015231997706,1.6765968129911926,5.256750092987204,134.43759550101822,0.04904318246543918,2645.2333984375
25,0.261603847248097,0.2644263207912445,0.4633220434188843,0.5028177499771118,-0.02519237995147705,0.12737685441970825,0.17953014373779297,0.3387033939361572,0.267081081867218,0.2591167688369751,65.6058349609375,54.51809310913086,49.47271728515625,100.44998168945312,53.55817794799805,62.58991241455078,73.04615020751953,64.49974060058594,67.81803131103516,73656.3984375,92621.4296875,48480.89453125,1949.56591796875,28.613609313964844,157330.25,141527.59375,35770.125,149428.921875,0.2906546646898443,3.5781778460077476,1.6132129629841074,5.191391933010891,139.63196351501392,0.04901613487681846,2645.2333984375
26,0.23817218166508086,0.23512022197246552,0.4250982403755188,0.4781949520111084,-0.03397715091705322,0.24381744861602783,0.13136279582977295,0.16622501611709595,0.27828335762023926,0.14879390597343445,64.19392395019531,55.972843170166016,49.376766204833984,103.39598846435547,49.04829788208008,60.05554962158203,67.31407928466797,64.44847869873047,63.684814453125,78052.1640625,95863.09375,49666.890625,1957.90087890625,26.636219024658203,161882.578125,158915.90625,36878.6328125,160399.25,0.28933931480754504,3.5356301050051115,1.6337061620142777,5.169336989987642,144.8467454360216,0.048433289109659064,2645.2333984375
27,0.25084176639171496,0.24244065582752228,0.38275498151779175,0.418981671333313,-0.03807723522186279,0.278469979763031,0.2246859073638916,0.18782860040664673,0.26053234934806824,0.20625725388526917,65.44893646240234,56.63823318481445,51.14596939086914,103.22676086425781,50.028846740722656,60.71058654785156,70.9432373046875,65.25994873046875,65.82691192626953,77251.8046875,99330.671875,52409.2265625,1961.779052734375,26.018753051757812,152939.53125,156843.59375,38431.92578125,154891.5625,0.2950367376659856,3.7234676590014715,1.5906546610058285,5.314123661984922,150.20907512801932,0.05100640628769139,2645.2333984375
28,0.24450184547737852,0.25307026505470276,0.3508399724960327,0.5264674425125122,-0.041840314865112305,0.26752597093582153,0.20195817947387695,0.213470458984375,0.27574825286865234,0.20771431922912598,64.8686752319336,56.39283752441406,48.613746643066406,102.34864807128906,49.23484420776367,63.87673568725586,68.74525451660156,64.14751434326172,66.31099700927734,76780.7421875,101866.2890625,47313.7890625,1965.33154296875,26.215333938598633,155164.984375,154347.8125,37792.90625,154756.40625,0.295988322207422,3.5491708829940762,1.7513122420059517,5.300484380975831,155.51227252400713,0.048618779219096936,2645.2333984375
29,0.234010638439492,0.2264367789030075,0.428594708442688,0.5288485288619995,-0.015123367309570312,0.26064175367355347,0.07620996236801147,0.0794491171836853,0.30074042081832886,0.07782953977584839,64.38278198242188,53.938079833984375,50.10047149658203,96.88482666015625,49.172115325927734,64.84542846679688,71.35575866699219,62.52387237548828,68.10059356689453,79775.96875,95571.1328125,47194.6875,1939.968505859375,26.338239669799805,166942.734375,166980.921875,36183.03125,166961.828125,0.28960408947684546,3.894019510014914,1.671763785998337,5.565784258011263,161.0807858100161,0.05334273301390293,2645.2333984375
30,0.2194718841004045,0.3402004539966583,0.445254921913147,0.518691897392273,-0.020937561988830566,0.26794832944869995,0.4007313847541809,0.4295138716697693,0.30273938179016113,0.4151226282119751,63.351192474365234,53.252357482910156,49.74576187133789,99.88311767578125,48.690025329589844,64.17559051513672,64.36030578613281,62.89281463623047,64.2679443359375,68291.8359375,94167.5625,47700.6640625,1945.5162353515625,26.207773208618164,134459.546875,131451.484375,35959.984375,132955.515625,0.28346376166199194,3.783194994000951,1.7189472900063265,5.502143585006706,166.58782287299982,0.05182458895891714,2645.2333984375
31,0.231367582327699,0.28283628821372986,0.44901978969573975,0.5275854468345642,-0.022611141204833984,0.22390252351760864,0.2612071633338928,0.25791382789611816,0.29447415471076965,0.2595604956150055,62.92104721069336,52.684051513671875,48.90138626098633,101.46427154541016,45.2165412902832,63.17626953125,66.08373260498047,62.06656265258789,64.6300048828125,73716.1796875,93847.4765625,47257.90234375,1947.110107421875,26.98468780517578,149293.96875,149923.640625,35769.8671875,149608.8125,0.27840809027353924,3.5940048079937696,1.6212497130036354,5.215255432995036,171.88858670101035,0.04923294257525712,2645.2333984375
32,0.24927581969189316,0.15492160618305206,0.21798819303512573,0.05445212125778198,-0.04828083515167236,0.14889556169509888,0.2741174101829529,0.28235721588134766,0.09326376020908356,0.27823731303215027,69.76630401611328,57.84185028076172,56.39158630371094,105.43524169921875,52.5832405090332,70.20761108398438,76.13826751708984,68.06298065185547,73.17294311523438,79346.7421875,111805.0078125,66858.1875,1971.3968505859375,28.258602142333984,147983.765625,147433.8125,45165.7109375,147708.78125,0.3166576380079443,3.5464275740087032,1.574082200997509,5.120511143002659,177.05057865401614,0.04858119964395484,2645.2333984375
33,0.24390783854951598,0.13788852095603943,0.31053274869918823,0.19273227453231812,-0.03165173530578613,0.12283766269683838,0.13321244716644287,0.09966772794723511,0.14861273765563965,0.11644008755683899,66.84027862548828,57.69668960571289,55.03273010253906,100.91065979003906,53.55716323852539,62.468849182128906,71.37560272216797,66.79930877685547,66.92222595214844,82598.15625,104981.171875,61776.26171875,1955.6981201171875,28.68793296813965,161710.140625,165136.984375,42185.45703125,163423.5625,0.30552032228672144,3.820961311022984,1.8027664120018017,5.623729059996549,182.67689901101403,0.05234193576743813,2645.2333984375
34,0.23421572169212446,0.20122914016246796,0.3980151414871216,0.46165192127227783,-0.0037605762481689453,0.21087336540222168,0.08164262771606445,0.058952271938323975,0.26669496297836304,0.07029744982719421,65.50011444091797,55.048091888427734,50.668006896972656,100.25035095214844,51.261436462402344,65.2034912109375,70.56929016113281,64.30696868896484,67.88639068603516,80963.3828125,98095.1171875,50448.0546875,1929.0804443359375,27.210254669189453,166451.140625,168829.671875,37624.86328125,167640.40625,0.2969208197160201,3.9533814729948062,1.7045414799940772,5.657924484985415,188.3385295140033,0.05415591058896995,2645.2333984375
35,0.2131680239961572,0.25553664565086365,0.3534214496612549,0.48701000213623047,-0.014615178108215332,0.23492056131362915,0.23934012651443481,0.23314285278320312,0.265184223651886,0.23624148964881897,64.8100357055664,55.03664779663086,51.50825500488281,100.62374114990234,51.10862731933594,63.470821380615234,67.11215209960938,64.56932067871094,65.29148864746094,76128.0078125,101663.546875,49245.58203125,1939.4827880859375,26.792455673217773,151487.28125,152405.34375,38218.8515625,151946.3125,0.2835791625759818,3.7244145989825483,2.8258731579990126,6.550289229984628,194.89147004601546,0.05101937806825409,2645.2333984375
36,0.21157824013331164,0.258719265460968,0.4480966329574585,0.5559219717979431,-0.018611669540405273,0.20189130306243896,0.17868560552597046,0.18633174896240234,0.29682454466819763,0.1825086772441864,63.8306884765625,53.38724136352539,47.980308532714844,98.67931365966797,50.827171325683594,63.88948440551758,68.22058868408203,62.71851348876953,66.05503845214844,76019.1171875,93926.0625,45818.671875,1943.298828125,27.364675521850586,157411.203125,156988.0625,35428.84765625,157199.625,0.2809290515654015,3.7763394749781583,1.5696101399953477,5.345950746006565,200.27806589202373,0.05173067773942683,2645.2333984375
37,0.20798887455300108,0.3113604784011841,0.4509281516075134,0.5398101210594177,-0.0445026159286499,0.18403637409210205,0.34379780292510986,0.3940929174423218,0.2825680077075958,0.3689453601837158,60.473175048828125,53.3282585144043,48.261756896972656,82.76264190673828,50.20855712890625,61.1583366394043,67.1195068359375,58.64030456542969,64.13892364501953,69749.2421875,93684.8046875,46642.44921875,1967.8411865234375,27.669076919555664,140701.828125,135470.875,35580.69140625,138086.34375,0.275680655782873,3.609267909982009,1.6033532429719344,5.2126226859982125,205.4937460469955,0.04944202616413711,2645.2333984375
38,0.19142672297072738,0.23425932228565216,0.50495445728302,0.4701831340789795,-0.01825392246246338,0.20360034704208374,0.16084206104278564,0.08422994613647461,0.29012101888656616,0.12253600358963013,61.621822357177734,51.98336410522461,46.73149871826172,84.09126281738281,49.53390884399414,62.017677307128906,75.3731918334961,58.08500671386719,68.6954345703125,77772.015625,88956.390625,50046.73046875,1942.95751953125,27.335359573364258,159111.9375,166546.75,35243.3515625,162829.34375,0.2664882956129132,3.521978765988024,1.6114459079981316,5.133427065011347,210.67388212200603,0.048246284465589366,2645.2333984375
39,0.1899291795410522,0.24465854465961456,0.4860038757324219,0.4697803258895874,-0.03656935691833496,0.22758477926254272,0.16515326499938965,0.15599840879440308,0.28669989109039307,0.16057583689689636,60.51212692260742,53.30173873901367,46.70816421508789,79.91251373291016,50.52619552612305,63.466835021972656,69.15734100341797,57.61215591430664,66.31208801269531,76881.046875,90643.0546875,50065.75,1960.353759765625,26.920597076416016,158702.6875,159887.53125,35674.0234375,159295.109375,0.26373747713638074,3.6918207360140514,1.5747539610019885,5.266575986024691,215.94406840601005,0.05057288679471303,2645.2333984375
40,0.19119677437494878,0.19547228515148163,0.49094778299331665,0.43623173236846924,-0.03459799289703369,0.15069282054901123,0.07396310567855835,0.05559617280960083,0.26081860065460205,0.06477963924407959,62.10134506225586,53.156654357910156,48.69552993774414,78.23123168945312,53.04122543334961,66.44739532470703,73.0360336303711,58.28116226196289,69.74171447753906,80015.7109375,90206.0703125,51625.3671875,1958.48876953125,28.228750228881836,167145.640625,169130.453125,35954.5390625,168138.046875,0.27169811003135913,3.6690997279947624,1.7791806870081928,5.448281910008518,221.39494906400796,0.050261640109517294,2645.2333984375
41,0.18227075387353767,0.2013453245162964,0.3913037180900574,0.4152489900588989,-0.0312807559967041,0.2000870704650879,0.11659324169158936,0.1161196231842041,0.24383975565433502,0.11635643243789673,58.703399658203125,54.772396087646484,47.428348541259766,66.62086486816406,48.323795318603516,64.35296630859375,70.7220458984375,54.28635025024414,67.53750610351562,80012.4609375,98640.421875,52577.3046875,1955.346435546875,27.395587921142578,163253.03125,163621.25,38300.11328125,163437.140625,0.2581085978132306,3.781998283986468,1.6258735750161577,5.407873300981009,226.85329572900082,0.051808195671047504,2645.2333984375
42,0.18090550050343554,0.20057916641235352,0.26807916164398193,0.49421876668930054,-0.049538254737854004,0.05538743734359741,0.20092278718948364,0.23440521955490112,0.19203677773475647,0.21766400337219238,60.58054733276367,56.66775131225586,49.000736236572266,62.89211654663086,54.14802551269531,67.11231231689453,73.662353515625,55.67715835571289,70.3873291015625,77768.5234375,108164.9765625,48898.34765625,1972.5789794921875,29.77050018310547,155265.609375,152279.84375,39766.41796875,153772.71875,0.2680264512697856,3.6610338329919614,1.6007467029849067,5.261782307992689,232.16272565702093,0.05015114839715015,2645.2333984375
43,0.16696801087627672,0.2602497637271881,0.39795583486557007,0.5540584325790405,-0.038558125495910645,-0.0067653656005859375,0.28826218843460083,0.36654555797576904,0.2266726940870285,0.32740387320518494,58.057247161865234,53.705360412597656,47.796295166015625,66.91256713867188,53.50191116333008,61.64118576049805,64.78614807128906,55.47903060913086,63.21366882324219,71843.1171875,98099.9453125,45914.703125,1962.2333984375,30.73430633544922,146534.859375,138516.234375,36501.90625,142525.546875,0.246023413809863,3.7855718919890933,1.7791833299852442,5.5647561219811905,237.73147953499574,0.05185714920533004,2645.2333984375
44,0.17016529220424287,0.24134612083435059,0.41953009366989136,0.5345198512077332,-0.04802274703979492,0.17825067043304443,0.19629842042922974,0.16750043630599976,0.2710694670677185,0.18189942836761475,59.25202560424805,53.99858474731445,48.04061508178711,74.84896850585938,48.64507293701172,63.12548065185547,66.8534164428711,56.38330841064453,64.98944854736328,76623.9140625,96326.2109375,46909.78125,1971.1541748046875,27.766998291015625,155714.234375,158794.3125,36308.73046875,157254.28125,0.25736947402809607,3.8387456350028515,1.6217944969830569,5.460541343985824,243.23502804801683,0.05258555664387468,2645.2333984375
45,0.18996112967190676,0.32181814312934875,0.4874599575996399,0.5708531141281128,-0.0348057746887207,0.16818207502365112,0.4134957194328308,0.3257238268852234,0.29792237281799316,0.3696097731590271,56.00352096557617,49.315738677978516,44.858489990234375,69.05561828613281,47.484432220458984,60.64125442504883,64.66560363769531,52.67856979370117,62.65342712402344,68912.1015625,90514.5703125,45041.8046875,1958.685302734375,27.93659019470215,133019.859375,142909.75,34385.75,137964.8125,0.24703291510090683,3.8791226309840567,1.6793883219943382,5.5585122120101005,248.79655492000165,0.053138666177863794,2645.2333984375
46,0.1713173164896769,0.33532285690307617,0.4669749140739441,0.5551486015319824,-0.04359889030456543,0.11357718706130981,0.45381319522857666,0.466022253036499,0.2730254530906677,0.45991772413253784,58.88193893432617,52.63612747192383,48.339996337890625,64.0849838256836,54.25893783569336,63.57723617553711,70.39433288574219,54.83000946044922,66.98578643798828,65950.390625,92305.6796875,45858.546875,1966.989501953125,28.83896827697754,128366.4453125,127175.8125,35040.01171875,127771.125,0.24660543871648383,3.6587557489983737,1.616270822007209,5.275027686991962,254.16774175001774,0.05011994176710101,2645.2333984375
