scale,model,split,kernel_family,target,smape,r2,rmse,n_samples,inference_seconds_per_sample
25,logistic_hurdle_rbf_expected_graph,test,conv1d,dsp,21.075334548950195,0.6420480012893677,1.4533717632293701,24,0.00036004955907979974
25,logistic_hurdle_rbf_expected_graph,test,conv1d,bram,48.96411895751953,0.3702230453491211,9.411224365234375,24,0.00036004955907979974
25,logistic_hurdle_rbf_expected_graph,test,conv1d,cycles_max,61.847686767578125,0.07131236791610718,145425.96875,24,0.00036004955907979974
25,logistic_hurdle_rbf_expected_graph,test,conv1d,interval_max,63.23297119140625,0.023487448692321777,149122.71875,24,0.00036004955907979974
25,logistic_hurdle_rbf_expected_graph,test,conv2d,lut,48.03635787963867,0.17985641956329346,18131.900390625,13,0.00036004955907979974
25,logistic_hurdle_rbf_expected_graph,test,conv2d,ff,48.83491134643555,0.09011131525039673,56666.87890625,13,0.00036004955907979974
25,logistic_hurdle_rbf_expected_graph,test,conv2d,dsp,71.53779602050781,-0.7325818538665771,2.6903316974639893,13,0.00036004955907979974
25,logistic_hurdle_rbf_expected_graph,test,conv2d,bram,75.02246856689453,-1.4837851524353027,30.6933536529541,13,0.00036004955907979974
25,logistic_hurdle_rbf_expected_graph,test,conv2d,cycles_max,97.09400177001953,-0.6367652416229248,2318917.0,13,0.00036004955907979974
25,logistic_hurdle_rbf_expected_graph,test,conv2d,interval_max,96.95136260986328,-0.6477410793304443,2326985.25,13,0.00036004955907979974
25,logistic_hurdle_rbf_expected_graph,test,dense_latency,lut,28.054601669311523,0.639579176902771,70004.0703125,42,0.00036004955907979974
25,logistic_hurdle_rbf_expected_graph,test,dense_latency,ff,38.72829055786133,0.6794412136077881,69862.109375,42,0.00036004955907979974
25,logistic_hurdle_rbf_expected_graph,test,dense_latency,dsp,66.60245513916016,0.7994787693023682,963.3240966796875,42,0.00036004955907979974
25,logistic_hurdle_rbf_expected_graph,test,dense_latency,bram,1.824253797531128,-52821.171875,0.01224442943930626,42,0.00036004955907979974
25,logistic_hurdle_rbf_expected_graph,test,dense_latency,cycles_max,48.23717498779297,0.7821214199066162,76.05298614501953,42,0.00036004955907979974
25,logistic_hurdle_rbf_expected_graph,test,dense_latency,interval_max,50.375221252441406,0.7503873109817505,14.35710334777832,42,0.00036004955907979974
25,logistic_hurdle_rbf_expected_graph,test,dense_resource,lut,15.55940055847168,0.8603900074958801,63511.36328125,34,0.00036004955907979974
25,logistic_hurdle_rbf_expected_graph,test,dense_resource,ff,18.125288009643555,0.8320164084434509,22554.6015625,34,0.00036004955907979974
25,logistic_hurdle_rbf_expected_graph,test,dense_resource,dsp,64.59735870361328,0.9533709287643433,298.6144104003906,34,0.00036004955907979974
25,logistic_hurdle_rbf_expected_graph,test,dense_resource,bram,17.53761100769043,0.8732706308364868,3.3018200397491455,34,0.00036004955907979974
25,logistic_hurdle_rbf_expected_graph,test,dense_resource,cycles_max,26.91909408569336,0.8054031133651733,1109.9454345703125,34,0.00036004955907979974
25,logistic_hurdle_rbf_expected_graph,test,dense_resource,interval_max,32.918827056884766,0.7071682214736938,190.98548889160156,34,0.00036004955907979974
25,logistic_hurdle_rbf_expected_graph,test,rule4ml,lut,66.19767761230469,0.4363313317298889,92755.1015625,59,0.00036004955907979974
25,logistic_hurdle_rbf_expected_graph,test,rule4ml,ff,93.7959976196289,0.3971019983291626,35113.5859375,59,0.00036004955907979974
25,logistic_hurdle_rbf_expected_graph,test,rule4ml,dsp,77.32787322998047,0.5142275094985962,626.7197265625,59,0.00036004955907979974
25,logistic_hurdle_rbf_expected_graph,test,rule4ml,bram,69.5754623413086,0.1216655969619751,48.064937591552734,59,0.00036004955907979974
25,logistic_hurdle_rbf_expected_graph,test,rule4ml,cycles_max,65.5786361694336,-0.2236262559890747,512.0078735351562,59,0.00036004955907979974
25,logistic_hurdle_rbf_expected_graph,test,rule4ml,interval_max,98.70748901367188,-0.3177257776260376,88.32830810546875,59,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,all,lut,29.251924514770508,0.7522234916687012,54030.2265625,294,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,all,ff,36.16032409667969,0.7505817413330078,34003.38671875,294,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,all,dsp,30.108627319335938,0.8090353012084961,465.33135986328125,294,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,all,bram,33.28257369995117,0.42465507984161377,22.854949951171875,294,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,all,cycles_max,35.70701217651367,0.12732195854187012,489389.3125,294,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,all,interval_max,44.363548278808594,0.12172800302505493,491169.96875,294,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,2layer,lut,16.087377548217773,0.7228123545646667,3525.68017578125,64,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,2layer,ff,14.392815589904785,0.7396095991134644,2022.2825927734375,64,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,2layer,dsp,17.789993286132812,0.5731503963470459,2.914313554763794,64,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,2layer,bram,23.953754425048828,-0.05096173286437988,2.2120044231414795,64,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,2layer,cycles_max,7.175856590270996,0.9653131365776062,411.4597473144531,64,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,2layer,interval_max,8.946022033691406,0.9299092888832092,348.0846252441406,64,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,3layer,lut,16.896154403686523,0.6259773373603821,5947.396484375,58,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,3layer,ff,15.667346000671387,0.5453961491584778,3511.2060546875,58,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,3layer,dsp,19.307861328125,0.6221013069152832,3.4137587547302246,58,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,3layer,bram,25.927343368530273,-0.08680188655853271,6.18452787399292,58,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,3layer,cycles_max,8.304999351501465,0.9590093493461609,658.9895629882812,58,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,3layer,interval_max,10.924781799316406,0.9174114465713501,398.62939453125,58,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,conv1d,lut,14.710341453552246,0.8692150115966797,4858.298828125,24,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,conv1d,ff,16.234289169311523,0.7132562398910522,9528.787109375,24,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,conv1d,dsp,17.066707611083984,0.649327278137207,1.4385181665420532,24,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,conv1d,bram,48.9638671875,0.3703206181526184,9.410494804382324,24,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,conv1d,cycles_max,61.847686767578125,0.07131236791610718,145425.96875,24,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,conv1d,interval_max,63.23297119140625,0.023487448692321777,149122.71875,24,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,conv2d,lut,48.03635787963867,0.17985641956329346,18131.900390625,13,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,conv2d,ff,48.83491134643555,0.09011131525039673,56666.87890625,13,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,conv2d,dsp,70.2148666381836,-1.1016089916229248,2.963022232055664,13,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,conv2d,bram,75.02510833740234,-1.48378324508667,30.693344116210938,13,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,conv2d,cycles_max,97.09400177001953,-0.6367652416229248,2318917.0,13,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,conv2d,interval_max,96.95136260986328,-0.6477410793304443,2326985.25,13,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,dense_latency,lut,28.054601669311523,0.639579176902771,70004.0703125,42,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,dense_latency,ff,38.72829055786133,0.6794412136077881,69862.109375,42,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,dense_latency,dsp,25.504667282104492,0.7984681129455566,965.7487182617188,42,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,dense_latency,bram,0.0,1.0,0.0,42,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,dense_latency,cycles_max,48.23717498779297,0.7821214199066162,76.05298614501953,42,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,dense_latency,interval_max,50.375221252441406,0.7503873109817505,14.35710334777832,42,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,dense_resource,lut,15.55940055847168,0.8603900074958801,63511.36328125,34,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,dense_resource,ff,18.125288009643555,0.8320164084434509,22554.6015625,34,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,dense_resource,dsp,20.434829711914062,0.9713399410247803,234.11036682128906,34,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,dense_resource,bram,14.729467391967773,0.8822606205940247,3.1825525760650635,34,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,dense_resource,cycles_max,26.91909408569336,0.8054031133651733,1109.9454345703125,34,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,dense_resource,interval_max,32.918827056884766,0.7071682214736938,190.98548889160156,34,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,rule4ml,lut,66.19767761230469,0.4363313317298889,92755.1015625,59,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,rule4ml,ff,93.7959976196289,0.3971019983291626,35113.5859375,59,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,rule4ml,dsp,59.40925598144531,0.5257588624954224,619.2365112304688,59,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,rule4ml,bram,69.44051361083984,0.12154901027679443,48.0681266784668,59,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,rule4ml,cycles_max,65.5786361694336,-0.2236262559890747,512.0078735351562,59,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,test,rule4ml,interval_max,98.70748901367188,-0.3177257776260376,88.32830810546875,59,0.00036004955907979974
25,logistic_hurdle_rbf_expected_graph,exemplar,all,lut,109.46060180664062,-1.1248855590820312,40073.65625,400,0.00036004955907979974
25,logistic_hurdle_rbf_expected_graph,exemplar,all,ff,104.7786865234375,-1.225759744644165,25853.310546875,400,0.00036004955907979974
25,logistic_hurdle_rbf_expected_graph,exemplar,all,dsp,102.33133697509766,-0.06424903869628906,726.2349243164062,400,0.00036004955907979974
25,logistic_hurdle_rbf_expected_graph,exemplar,all,bram,77.59686279296875,-10.257918357849121,8.483473777770996,400,0.00036004955907979974
25,logistic_hurdle_rbf_expected_graph,exemplar,all,cycles_max,103.98770904541016,0.29763519763946533,1154.15087890625,400,0.00036004955907979974
25,logistic_hurdle_rbf_expected_graph,exemplar,all,interval_max,143.43417358398438,-0.1745084524154663,593.2875366210938,400,0.00036004955907979974
25,logistic_hurdle_rbf_expected_graph,exemplar,exemplar,lut,109.46060180664062,-1.1248855590820312,40073.65625,400,0.00036004955907979974
25,logistic_hurdle_rbf_expected_graph,exemplar,exemplar,ff,104.7786865234375,-1.225759744644165,25853.310546875,400,0.00036004955907979974
25,logistic_hurdle_rbf_expected_graph,exemplar,exemplar,dsp,102.33133697509766,-0.06424903869628906,726.2349243164062,400,0.00036004955907979974
25,logistic_hurdle_rbf_expected_graph,exemplar,exemplar,bram,77.59686279296875,-10.257918357849121,8.483473777770996,400,0.00036004955907979974
25,logistic_hurdle_rbf_expected_graph,exemplar,exemplar,cycles_max,103.98770904541016,0.29763519763946533,1154.15087890625,400,0.00036004955907979974
25,logistic_hurdle_rbf_expected_graph,exemplar,exemplar,interval_max,143.43417358398438,-0.1745084524154663,593.2875366210938,400,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,exemplar,all,lut,109.46060180664062,-1.1248855590820312,40073.65625,400,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,exemplar,all,ff,104.7786865234375,-1.225759744644165,25853.310546875,400,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,exemplar,all,dsp,100.06938171386719,-0.06458842754364014,726.3507690429688,400,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,exemplar,all,bram,75.492919921875,-10.306994438171387,8.501944541931152,400,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,exemplar,all,cycles_max,103.98770904541016,0.29763519763946533,1154.15087890625,400,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,exemplar,all,interval_max,143.43417358398438,-0.1745084524154663,593.2875366210938,400,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,exemplar,exemplar,lut,109.46060180664062,-1.1248855590820312,40073.65625,400,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,exemplar,exemplar,ff,104.7786865234375,-1.225759744644165,25853.310546875,400,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,exemplar,exemplar,dsp,100.06938171386719,-0.06458842754364014,726.3507690429688,400,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,exemplar,exemplar,bram,75.492919921875,-10.306994438171387,8.501944541931152,400,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,exemplar,exemplar,cycles_max,103.98770904541016,0.29763519763946533,1154.15087890625,400,0.00036004955907979974
25,logistic_hurdle_rbf_threshold_graph,exemplar,exemplar,interval_max,143.43417358398438,-0.1745084524154663,593.2875366210938,400,0.00036004955907979974
50,logistic_hurdle_rbf_expected_graph,test,all,lut,25.96013832092285,0.8087822198867798,47464.71484375,294,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,all,ff,30.83248519897461,0.8479561805725098,26548.65234375,294,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,all,dsp,40.33064651489258,0.7274765372276306,555.8885498046875,294,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,all,bram,32.30029296875,0.4482414126396179,22.381576538085938,294,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,all,cycles_max,30.527963638305664,0.520585834980011,362729.5,294,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,all,interval_max,39.70889663696289,0.4426270127296448,391282.34375,294,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,2layer,lut,14.939058303833008,0.7303955554962158,3477.118408203125,64,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,2layer,ff,12.20715045928955,0.7578850984573364,1950.0247802734375,64,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,2layer,dsp,21.068477630615234,0.6190861463546753,2.753038167953491,64,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,2layer,bram,23.722877502441406,-0.02719593048095703,2.1868507862091064,64,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,2layer,cycles_max,6.700591087341309,0.9693999886512756,386.4609375,64,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,2layer,interval_max,7.232518672943115,0.9688104391098022,232.1984405517578,64,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,3layer,lut,14.489065170288086,0.7031190395355225,5298.69775390625,58,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,3layer,ff,12.445588111877441,0.680972695350647,2941.397216796875,58,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,3layer,dsp,19.412046432495117,0.6568546295166016,3.2530009746551514,58,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,3layer,bram,25.25162124633789,-0.09018278121948242,6.19413948059082,58,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,3layer,cycles_max,6.266974449157715,0.970234751701355,561.5531005859375,58,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,3layer,interval_max,9.304142951965332,0.94303959608078,331.0518493652344,58,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,conv1d,lut,14.743351936340332,0.8128145933151245,5812.20947265625,24,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,conv1d,ff,13.513557434082031,0.7798980474472046,8348.3857421875,24,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,conv1d,dsp,18.588729858398438,0.6803714036941528,1.373368740081787,24,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,conv1d,bram,40.57265853881836,0.4021703600883484,9.169411659240723,24,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,conv1d,cycles_max,44.91707229614258,0.6107828617095947,94146.265625,24,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,conv1d,interval_max,45.87395095825195,0.5873320698738098,96940.4921875,24,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,conv2d,lut,31.51014518737793,0.5374068021774292,13617.51953125,13,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,conv2d,ff,29.32236099243164,0.3557114005088806,47684.296875,13,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,conv2d,dsp,58.65349197387695,-0.3472473621368408,2.372370958328247,13,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,conv2d,bram,49.324424743652344,-0.013405203819274902,19.605545043945312,13,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,conv2d,cycles_max,72.01834106445312,0.09927952289581299,1720232.125,13,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,conv2d,interval_max,75.06071472167969,-0.04834580421447754,1856100.125,13,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,dense_latency,lut,23.56666374206543,0.7421866655349731,59206.7265625,42,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,dense_latency,ff,32.58517837524414,0.846612811088562,48326.171875,42,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,dense_latency,dsp,64.5610580444336,0.8727666139602661,767.3486328125,42,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,dense_latency,bram,0.6333150863647461,-6459.921875,0.004282305482774973,42,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,dense_latency,cycles_max,34.97140121459961,0.7500441074371338,81.45928955078125,42,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,dense_latency,interval_max,40.96823501586914,0.7268166542053223,15.019679069519043,42,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,dense_resource,lut,13.298670768737793,0.9199843406677246,48081.80078125,34,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,dense_resource,ff,15.486438751220703,0.8433432579040527,21780.923828125,34,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,dense_resource,dsp,55.70043182373047,0.6340352296829224,836.5693359375,34,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,dense_resource,bram,12.723199844360352,0.9244646430015564,2.5491178035736084,34,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,dense_resource,cycles_max,21.222822189331055,0.9002244472503662,794.77783203125,34,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,dense_resource,interval_max,30.09284782409668,0.8625236749649048,130.85948181152344,34,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,rule4ml,lut,61.53199768066406,0.5215132236480713,85459.59375,59,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,rule4ml,ff,84.08502960205078,0.49422913789749146,32161.046875,59,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,rule4ml,dsp,60.49024963378906,0.11282473802566528,846.95751953125,59,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,rule4ml,bram,75.24200439453125,0.11390882730484009,48.27670669555664,59,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,rule4ml,cycles_max,67.42841339111328,-0.374019980430603,542.561279296875,59,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,test,rule4ml,interval_max,99.17469787597656,-0.15003061294555664,82.5167465209961,59,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,all,lut,25.96013832092285,0.8087822198867798,47464.71484375,294,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,all,ff,30.83248519897461,0.8479561805725098,26548.65234375,294,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,all,dsp,25.952800750732422,0.7141188383102417,569.3489990234375,294,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,all,bram,31.611331939697266,0.4494926333427429,22.356185913085938,294,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,all,cycles_max,30.527963638305664,0.520585834980011,362729.5,294,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,all,interval_max,39.70889663696289,0.4426270127296448,391282.34375,294,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,2layer,lut,14.939058303833008,0.7303955554962158,3477.118408203125,64,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,2layer,ff,12.20715045928955,0.7578850984573364,1950.0247802734375,64,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,2layer,dsp,17.662012100219727,0.623571515083313,2.736780881881714,64,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,2layer,bram,23.723068237304688,-0.026758432388305664,2.186385154724121,64,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,2layer,cycles_max,6.700591087341309,0.9693999886512756,386.4609375,64,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,2layer,interval_max,7.232518672943115,0.9688104391098022,232.1984405517578,64,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,3layer,lut,14.489065170288086,0.7031190395355225,5298.69775390625,58,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,3layer,ff,12.445588111877441,0.680972695350647,2941.397216796875,58,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,3layer,dsp,17.36712646484375,0.6557630300521851,3.2581710815429688,58,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,3layer,bram,25.25531578063965,-0.09015333652496338,6.194056510925293,58,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,3layer,cycles_max,6.266974449157715,0.970234751701355,561.5531005859375,58,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,3layer,interval_max,9.304142951965332,0.94303959608078,331.0518493652344,58,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,conv1d,lut,14.743351936340332,0.8128145933151245,5812.20947265625,24,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,conv1d,ff,13.513557434082031,0.7798980474472046,8348.3857421875,24,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,conv1d,dsp,14.369108200073242,0.6797163486480713,1.3747752904891968,24,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,conv1d,bram,40.57134246826172,0.40218591690063477,9.169291496276855,24,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,conv1d,cycles_max,44.91707229614258,0.6107828617095947,94146.265625,24,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,conv1d,interval_max,45.87395095825195,0.5873320698738098,96940.4921875,24,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,conv2d,lut,31.51014518737793,0.5374068021774292,13617.51953125,13,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,conv2d,ff,29.32236099243164,0.3557114005088806,47684.296875,13,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,conv2d,dsp,30.04115867614746,-0.22857487201690674,2.2654776573181152,13,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,conv2d,bram,49.32586669921875,-0.013399600982666016,19.60548973083496,13,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,conv2d,cycles_max,72.01834106445312,0.09927952289581299,1720232.125,13,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,conv2d,interval_max,75.06071472167969,-0.04834580421447754,1856100.125,13,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,dense_latency,lut,23.56666374206543,0.7421866655349731,59206.7265625,42,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,dense_latency,ff,32.58517837524414,0.846612811088562,48326.171875,42,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,dense_latency,dsp,25.64348793029785,0.8719354867935181,769.8509521484375,42,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,dense_latency,bram,0.0,1.0,0.0,42,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,dense_latency,cycles_max,34.97140121459961,0.7500441074371338,81.45928955078125,42,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,dense_latency,interval_max,40.96823501586914,0.7268166542053223,15.019679069519043,42,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,dense_resource,lut,13.298670768737793,0.9199843406677246,48081.80078125,34,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,dense_resource,ff,15.486438751220703,0.8433432579040527,21780.923828125,34,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,dense_resource,dsp,19.68315887451172,0.5659111738204956,911.1116943359375,34,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,dense_resource,bram,10.655162811279297,0.9252006411552429,2.536668062210083,34,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,dense_resource,cycles_max,21.222822189331055,0.9002244472503662,794.77783203125,34,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,dense_resource,interval_max,30.09284782409668,0.8625236749649048,130.85948181152344,34,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,rule4ml,lut,61.53199768066406,0.5215132236480713,85459.59375,59,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,rule4ml,ff,84.08502960205078,0.49422913789749146,32161.046875,59,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,rule4ml,dsp,51.030738830566406,0.11571657657623291,845.5760498046875,59,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,rule4ml,bram,73.44783782958984,0.11604541540145874,48.21847152709961,59,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,rule4ml,cycles_max,67.42841339111328,-0.374019980430603,542.561279296875,59,0.0005673149048994223
50,logistic_hurdle_rbf_threshold_graph,test,rule4ml,interval_max,99.17469787597656,-0.15003061294555664,82.5167465209961,59,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,exemplar,all,lut,85.85070037841797,0.007296383380889893,27390.56640625,400,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,exemplar,all,ff,101.4001693725586,-0.013226151466369629,17443.36328125,400,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,exemplar,all,dsp,74.8250732421875,0.061855852603912354,681.852294921875,400,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,exemplar,all,bram,58.103721618652344,-0.10966384410858154,2.6634247303009033,400,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,exemplar,all,cycles_max,110.70647430419922,0.15490829944610596,1265.9984130859375,400,0.0005673149048994223
50,logistic_hurdle_rbf_expected_graph,exemplar,all,interval_max,130.57574462890625,-0.13891887664794922,584.2296142578125,400,0.0005673149048994223
