split,cohort,source,model,n_samples,metric,target,value,is_best
exemplar,Cookie-box,run,High-level only,130,r2,cycles_max,0.2583583094238353,False
exemplar,Cookie-box,run,High-level only,130,r2,interval_max,-0.15556297003538444,False
exemplar,Cookie-box,run,High-level only,130,smape,bram,63.189874580163014,False
exemplar,Cookie-box,run,High-level only,130,smape,dsp,94.92477610107261,False
exemplar,Cookie-box,run,High-level only,130,smape,ff,55.28545737942136,True
exemplar,Cookie-box,run,High-level only,130,smape,lut,36.97231928079369,False
exemplar,Cookie-box,run,High-level only,130,smape,cycles_max,39.13788636186557,False
exemplar,Cookie-box,run,High-level only,130,smape,interval_max,113.79034943266578,False
exemplar,Cookie-box,run,High-level only,130,rmse,bram,3.427246087177573,False
exemplar,Cookie-box,run,High-level only,130,rmse,dsp,576.4616363605845,False
exemplar,Cookie-box,run,High-level only,130,rmse,ff,9415.340776225688,False
exemplar,Cookie-box,run,High-level only,130,rmse,lut,13248.326364870169,False
exemplar,Cookie-box,run,High-level only,130,rmse,cycles_max,761.8782125308901,False
exemplar,Cookie-box,run,High-level only,130,rmse,interval_max,535.8817864699832,False
exemplar,Cookie-box,run,Late fusion,130,r2,bram,-0.09049425153458479,True
exemplar,Cookie-box,run,Late fusion,130,r2,dsp,0.23971575761228203,False
exemplar,Cookie-box,run,Late fusion,130,r2,ff,0.7627396783194067,True
exemplar,Cookie-box,run,Late fusion,130,r2,lut,0.8724305710926592,True
exemplar,Cookie-box,run,Late fusion,130,r2,cycles_max,0.7124393698278667,True
exemplar,Cookie-box,run,Late fusion,130,r2,interval_max,0.16430805436365026,False
exemplar,Cookie-box,run,Late fusion,130,smape,bram,57.959535141766146,True
exemplar,Cookie-box,run,Late fusion,130,smape,dsp,70.02234926678327,True
exemplar,Cookie-box,run,Late fusion,130,smape,ff,59.209300059108315,False
exemplar,Cookie-box,run,Late fusion,130,smape,lut,27.48276305742757,True
exemplar,Cookie-box,run,Late fusion,130,smape,cycles_max,24.539065008620994,True
exemplar,Cookie-box,run,Late fusion,130,smape,interval_max,79.89933076904241,False
exemplar,Cookie-box,run,Late fusion,130,rmse,bram,2.9455397739366243,True
exemplar,Cookie-box,run,Late fusion,130,rmse,dsp,640.9130708534896,False
exemplar,Cookie-box,run,Late fusion,130,rmse,ff,7005.439898426637,True
exemplar,Cookie-box,run,Late fusion,130,rmse,lut,8205.337357871555,True
exemplar,Cookie-box,run,Late fusion,130,rmse,cycles_max,474.40930642708787,True
exemplar,Cookie-box,run,Late fusion,130,rmse,interval_max,455.71707007588645,False
exemplar,AutoMLP,paper,MLP,127,r2,bram,-1.09,False
exemplar,AutoMLP,paper,MLP,127,r2,dsp,0.41,False
exemplar,AutoMLP,paper,MLP,127,r2,ff,0.69,False
exemplar,AutoMLP,paper,MLP,127,r2,lut,-0.22,False
exemplar,AutoMLP,paper,MLP,127,r2,cycles_max,-0.33,False
exemplar,AutoMLP,paper,MLP,127,r2,interval_max,-1.71,False
exemplar,AutoMLP,paper,MLP,127,smape,bram,56.4,True
exemplar,AutoMLP,paper,MLP,127,smape,dsp,72.1,False
exemplar,AutoMLP,paper,MLP,127,smape,ff,61.4,False
exemplar,AutoMLP,paper,MLP,127,smape,lut,68.9,False
exemplar,AutoMLP,paper,MLP,127,smape,cycles_max,86.8,False
exemplar,AutoMLP,paper,MLP,127,smape,interval_max,86.0,False
exemplar,AutoMLP,paper,MLP,127,rmse,bram,0.9,True
exemplar,AutoMLP,paper,MLP,127,rmse,dsp,104.4,False
exemplar,AutoMLP,paper,MLP,127,rmse,ff,1524.8,False
exemplar,AutoMLP,paper,MLP,127,rmse,lut,3586.5,False
exemplar,AutoMLP,paper,MLP,127,rmse,cycles_max,226.5,False
exemplar,AutoMLP,paper,MLP,127,rmse,interval_max,163.0,False
exemplar,AutoMLP,paper,GNN,127,r2,bram,-1.04,True
exemplar,AutoMLP,paper,GNN,127,r2,dsp,-0.15,False
exemplar,AutoMLP,paper,GNN,127,r2,ff,0.19,False
exemplar,AutoMLP,paper,GNN,127,r2,lut,-0.56,False
exemplar,AutoMLP,paper,GNN,127,r2,cycles_max,-0.08,False
exemplar,AutoMLP,paper,GNN,127,r2,interval_max,-0.34,False
exemplar,AutoMLP,paper,GNN,127,smape,bram,161.8,False
exemplar,AutoMLP,paper,GNN,127,smape,dsp,180.8,False
exemplar,AutoMLP,paper,GNN,127,smape,ff,79.9,False
exemplar,AutoMLP,paper,GNN,127,smape,lut,78.9,False
exemplar,AutoMLP,paper,GNN,127,smape,cycles_max,79.0,True
exemplar,AutoMLP,paper,GNN,127,smape,interval_max,96.2,False
exemplar,AutoMLP,paper,GNN,127,rmse,bram,0.9,True
exemplar,AutoMLP,paper,GNN,127,rmse,dsp,145.1,False
exemplar,AutoMLP,paper,GNN,127,rmse,ff,2459.0,False
exemplar,AutoMLP,paper,GNN,127,rmse,lut,4056.9,False
exemplar,AutoMLP,paper,GNN,127,rmse,cycles_max,205.6,False
exemplar,AutoMLP,paper,GNN,127,rmse,interval_max,114.7,False
exemplar,AutoMLP,paper,Transformer,127,r2,bram,-59.19,False
exemplar,AutoMLP,paper,Transformer,127,r2,dsp,0.01,False
exemplar,AutoMLP,paper,Transformer,127,r2,ff,0.15,False
exemplar,AutoMLP,paper,Transformer,127,r2,lut,-13.91,False
exemplar,AutoMLP,paper,Transformer,127,r2,cycles_max,0.2,False
exemplar,AutoMLP,paper,Transformer,127,r2,interval_max,0.22,False
exemplar,AutoMLP,paper,Transformer,127,smape,bram,118.1,False
exemplar,AutoMLP,paper,Transformer,127,smape,dsp,95.4,False
exemplar,AutoMLP,paper,Transformer,127,smape,ff,74.2,False
exemplar,AutoMLP,paper,Transformer,127,smape,lut,120.8,False
exemplar,AutoMLP,paper,Transformer,127,smape,cycles_max,101.8,False
exemplar,AutoMLP,paper,Transformer,127,smape,interval_max,113.9,False
exemplar,AutoMLP,paper,Transformer,127,rmse,bram,4.9,False
exemplar,AutoMLP,paper,Transformer,127,rmse,dsp,134.6,False
exemplar,AutoMLP,paper,Transformer,127,rmse,ff,2528.0,False
exemplar,AutoMLP,paper,Transformer,127,rmse,lut,12540.5,False
exemplar,AutoMLP,paper,Transformer,127,rmse,cycles_max,177.1,False
exemplar,AutoMLP,paper,Transformer,127,rmse,interval_max,87.5,False
exemplar,AutoMLP,run,Hierarchy only,127,r2,bram,-25.857131888026515,False
exemplar,AutoMLP,run,Hierarchy only,127,r2,dsp,0.7062983380995376,True
exemplar,AutoMLP,run,Hierarchy only,127,r2,ff,-16.825583413397336,False
exemplar,AutoMLP,run,Hierarchy only,127,r2,lut,-36.51754545739776,False
exemplar,AutoMLP,run,Hierarchy only,127,r2,cycles_max,-26.09879471471398,False
exemplar,AutoMLP,run,Hierarchy only,127,r2,interval_max,-2.3313388449455426,False
exemplar,AutoMLP,run,Hierarchy only,127,smape,bram,89.3698826077985,False
exemplar,AutoMLP,run,Hierarchy only,127,smape,dsp,71.25516708086673,True
exemplar,AutoMLP,run,Hierarchy only,127,smape,ff,95.44530130668937,False
exemplar,AutoMLP,run,Hierarchy only,127,smape,lut,111.99380750207798,False
exemplar,AutoMLP,run,Hierarchy only,127,smape,cycles_max,140.31110979426248,False
exemplar,AutoMLP,run,Hierarchy only,127,smape,interval_max,81.24170520337178,False
exemplar,AutoMLP,run,Hierarchy only,127,rmse,bram,3.2736640764281186,False
exemplar,AutoMLP,run,Hierarchy only,127,rmse,dsp,73.37159879708828,True
exemplar,AutoMLP,run,Hierarchy only,127,rmse,ff,11566.816474334722,False
exemplar,AutoMLP,run,Hierarchy only,127,rmse,lut,19890.522709181536,False
exemplar,AutoMLP,run,Hierarchy only,127,rmse,cycles_max,1028.0542077559176,False
exemplar,AutoMLP,run,Hierarchy only,127,rmse,interval_max,180.94248519869404,False
exemplar,AutoMLP,run,High-level only,127,r2,bram,-9.923396324035469,False
exemplar,AutoMLP,run,High-level only,127,r2,dsp,0.26169176032216956,False
exemplar,AutoMLP,run,High-level only,127,r2,ff,0.18436385040775127,False
exemplar,AutoMLP,run,High-level only,127,r2,lut,-1.5238385382207014,False
exemplar,AutoMLP,run,High-level only,127,r2,cycles_max,-0.6944187777602366,False
exemplar,AutoMLP,run,High-level only,127,r2,interval_max,0.09722856734710716,False
exemplar,AutoMLP,run,High-level only,127,smape,bram,86.86430463171727,False
exemplar,AutoMLP,run,High-level only,127,smape,dsp,128.19866700035428,False
exemplar,AutoMLP,run,High-level only,127,smape,ff,71.03866594501058,False
exemplar,AutoMLP,run,High-level only,127,smape,lut,70.61218772083524,False
exemplar,AutoMLP,run,High-level only,127,smape,cycles_max,103.63625922818501,False
exemplar,AutoMLP,run,High-level only,127,smape,interval_max,109.52951289698076,False
exemplar,AutoMLP,run,High-level only,127,rmse,bram,2.0877723533851387,False
exemplar,AutoMLP,run,High-level only,127,rmse,dsp,116.33051166360724,False
exemplar,AutoMLP,run,High-level only,127,rmse,ff,2474.2307575357318,False
exemplar,AutoMLP,run,High-level only,127,rmse,lut,5158.931618253538,False
exemplar,AutoMLP,run,High-level only,127,rmse,cycles_max,257.0700045935793,False
exemplar,AutoMLP,run,High-level only,127,rmse,interval_max,94.19330824082118,False
exemplar,AutoMLP,run,Late fusion,127,r2,bram,-3.585748942214029,False
exemplar,AutoMLP,run,Late fusion,127,r2,dsp,0.12013299281634293,False
exemplar,AutoMLP,run,Late fusion,127,r2,ff,0.8047420813813558,True
exemplar,AutoMLP,run,Late fusion,127,r2,lut,0.18012408088532217,True
exemplar,AutoMLP,run,Late fusion,127,r2,cycles_max,0.48265480741824085,True
exemplar,AutoMLP,run,Late fusion,127,r2,interval_max,0.36685818829512784,True
exemplar,AutoMLP,run,Late fusion,127,smape,bram,70.99246891323409,False
exemplar,AutoMLP,run,Late fusion,127,smape,dsp,84.3961325395197,False
exemplar,AutoMLP,run,Late fusion,127,smape,ff,53.66301967343826,True
exemplar,AutoMLP,run,Late fusion,127,smape,lut,56.564729713576256,True
exemplar,AutoMLP,run,Late fusion,127,smape,cycles_max,79.75144674747128,False
exemplar,AutoMLP,run,Late fusion,127,smape,interval_max,65.62017466506732,True
exemplar,AutoMLP,run,Late fusion,127,rmse,bram,1.352724743485537,False
exemplar,AutoMLP,run,Late fusion,127,rmse,dsp,126.99402764739379,False
exemplar,AutoMLP,run,Late fusion,127,rmse,ff,1210.5878094317127,True
exemplar,AutoMLP,run,Late fusion,127,rmse,lut,2940.3772432417964,True
exemplar,AutoMLP,run,Late fusion,127,rmse,cycles_max,142.0467286559872,True
exemplar,AutoMLP,run,Late fusion,127,rmse,interval_max,78.88267757790726,True
exemplar,Particle Tracking,paper,MLP,128,r2,bram,-1.41,False
exemplar,Particle Tracking,paper,MLP,128,r2,dsp,0.28,False
exemplar,Particle Tracking,paper,MLP,128,r2,ff,0.33,False
exemplar,Particle Tracking,paper,MLP,128,r2,lut,-0.08,False
exemplar,Particle Tracking,paper,MLP,128,r2,cycles_max,0.52,True
exemplar,Particle Tracking,paper,MLP,128,r2,interval_max,0.5,False
exemplar,Particle Tracking,paper,MLP,128,smape,bram,65.6,False
exemplar,Particle Tracking,paper,MLP,128,smape,dsp,75.2,False
exemplar,Particle Tracking,paper,MLP,128,smape,ff,58.1,False
exemplar,Particle Tracking,paper,MLP,128,smape,lut,71.2,False
exemplar,Particle Tracking,paper,MLP,128,smape,cycles_max,87.5,False
exemplar,Particle Tracking,paper,MLP,128,smape,interval_max,61.6,True
exemplar,Particle Tracking,paper,MLP,128,rmse,bram,2.1,False
exemplar,Particle Tracking,paper,MLP,128,rmse,dsp,536.1,False
exemplar,Particle Tracking,paper,MLP,128,rmse,ff,8093.3,False
exemplar,Particle Tracking,paper,MLP,128,rmse,lut,16695.1,False
exemplar,Particle Tracking,paper,MLP,128,rmse,cycles_max,692.9,True
exemplar,Particle Tracking,paper,MLP,128,rmse,interval_max,382.0,False
exemplar,Particle Tracking,paper,GNN,128,r2,bram,-1.03,True
exemplar,Particle Tracking,paper,GNN,128,r2,dsp,-0.13,False
exemplar,Particle Tracking,paper,GNN,128,r2,ff,0.19,False
exemplar,Particle Tracking,paper,GNN,128,r2,lut,0.14,False
exemplar,Particle Tracking,paper,GNN,128,r2,cycles_max,0.45,False
exemplar,Particle Tracking,paper,GNN,128,r2,interval_max,0.4,False
exemplar,Particle Tracking,paper,GNN,128,smape,bram,144.4,False
exemplar,Particle Tracking,paper,GNN,128,smape,dsp,158.5,False
exemplar,Particle Tracking,paper,GNN,128,smape,ff,84.8,False
exemplar,Particle Tracking,paper,GNN,128,smape,lut,81.4,False
exemplar,Particle Tracking,paper,GNN,128,smape,cycles_max,83.5,False
exemplar,Particle Tracking,paper,GNN,128,smape,interval_max,100.9,False
exemplar,Particle Tracking,paper,GNN,128,rmse,bram,2.0,True
exemplar,Particle Tracking,paper,GNN,128,rmse,dsp,670.2,False
exemplar,Particle Tracking,paper,GNN,128,rmse,ff,9100.7,False
exemplar,Particle Tracking,paper,GNN,128,rmse,lut,15013.8,False
exemplar,Particle Tracking,paper,GNN,128,rmse,cycles_max,745.5,False
exemplar,Particle Tracking,paper,GNN,128,rmse,interval_max,419.1,False
exemplar,Particle Tracking,paper,Transformer,128,r2,bram,-24.92,False
exemplar,Particle Tracking,paper,Transformer,128,r2,dsp,0.34,False
exemplar,Particle Tracking,paper,Transformer,128,r2,ff,0.47,False
exemplar,Particle Tracking,paper,Transformer,128,r2,lut,-0.01,False
exemplar,Particle Tracking,paper,Transformer,128,r2,cycles_max,0.15,False
exemplar,Particle Tracking,paper,Transformer,128,r2,interval_max,0.04,False
exemplar,Particle Tracking,paper,Transformer,128,smape,bram,118.5,False
exemplar,Particle Tracking,paper,Transformer,128,smape,dsp,83.7,False
exemplar,Particle Tracking,paper,Transformer,128,smape,ff,80.6,False
exemplar,Particle Tracking,paper,Transformer,128,smape,lut,89.1,False
exemplar,Particle Tracking,paper,Transformer,128,smape,cycles_max,108.0,False
exemplar,Particle Tracking,paper,Transformer,128,smape,interval_max,124.5,False
exemplar,Particle Tracking,paper,Transformer,128,rmse,bram,7.0,False
exemplar,Particle Tracking,paper,Transformer,128,rmse,dsp,512.5,True
exemplar,Particle Tracking,paper,Transformer,128,rmse,ff,7384.7,False
exemplar,Particle Tracking,paper,Transformer,128,rmse,lut,16204.8,False
exemplar,Particle Tracking,paper,Transformer,128,rmse,cycles_max,927.1,False
exemplar,Particle Tracking,paper,Transformer,128,rmse,interval_max,529.5,False
exemplar,Particle Tracking,run,Hierarchy only,127,r2,bram,-3.739989377051061,False
exemplar,Particle Tracking,run,Hierarchy only,127,r2,dsp,0.3419520245503038,True
exemplar,Particle Tracking,run,Hierarchy only,127,r2,ff,0.21228898835464272,False
exemplar,Particle Tracking,run,Hierarchy only,127,r2,lut,-0.10770398909834067,False
exemplar,Particle Tracking,run,Hierarchy only,127,r2,cycles_max,0.48465277784397676,False
exemplar,Particle Tracking,run,Hierarchy only,127,r2,interval_max,0.7125013176668591,True
exemplar,Particle Tracking,run,Hierarchy only,127,smape,bram,64.82852730420174,True
exemplar,Particle Tracking,run,Hierarchy only,127,smape,dsp,73.07728563290483,True
exemplar,Particle Tracking,run,Hierarchy only,127,smape,ff,59.21439588707065,False
exemplar,Particle Tracking,run,Hierarchy only,127,smape,lut,43.91798723818598,False
exemplar,Particle Tracking,run,Hierarchy only,127,smape,cycles_max,105.7597317222521,False
exemplar,Particle Tracking,run,Hierarchy only,127,smape,interval_max,62.99589729296358,False
exemplar,Particle Tracking,run,Hierarchy only,127,rmse,bram,3.0034876901346026,False
exemplar,Particle Tracking,run,Hierarchy only,127,rmse,dsp,513.3745024210816,False
exemplar,Particle Tracking,run,Hierarchy only,127,rmse,ff,8790.785084919225,False
exemplar,Particle Tracking,run,Hierarchy only,127,rmse,lut,16896.609164906207,False
exemplar,Particle Tracking,run,Hierarchy only,127,rmse,cycles_max,721.2558738345483,False
exemplar,Particle Tracking,run,Hierarchy only,127,rmse,interval_max,289.8291103612854,True
exemplar,Particle Tracking,run,High-level only,127,r2,bram,-1.5736001743689134,False
exemplar,Particle Tracking,run,High-level only,127,r2,dsp,0.04635462947431779,False
exemplar,Particle Tracking,run,High-level only,127,r2,ff,-0.9828200209940334,False
exemplar,Particle Tracking,run,High-level only,127,r2,lut,0.4197989355324019,False
exemplar,Particle Tracking,run,High-level only,127,r2,cycles_max,0.47146973283704763,False
exemplar,Particle Tracking,run,High-level only,127,r2,interval_max,0.4494022640146159,False
exemplar,Particle Tracking,run,High-level only,127,smape,bram,86.22400884452483,False
exemplar,Particle Tracking,run,High-level only,127,smape,dsp,117.28174154603617,False
exemplar,Particle Tracking,run,High-level only,127,smape,ff,75.19300555717531,False
exemplar,Particle Tracking,run,High-level only,127,smape,lut,47.57748225253471,False
exemplar,Particle Tracking,run,High-level only,127,smape,cycles_max,101.0437155143484,False
exemplar,Particle Tracking,run,High-level only,127,smape,interval_max,115.83841788875743,False
exemplar,Particle Tracking,run,High-level only,127,rmse,bram,2.2131340029412536,False
exemplar,Particle Tracking,run,High-level only,127,rmse,dsp,618.0149325501853,False
exemplar,Particle Tracking,run,High-level only,127,rmse,ff,13947.162214119337,False
exemplar,Particle Tracking,run,High-level only,127,rmse,lut,12228.606192814663,False
exemplar,Particle Tracking,run,High-level only,127,rmse,cycles_max,730.422806108641,False
exemplar,Particle Tracking,run,High-level only,127,rmse,interval_max,401.0894928324172,False
exemplar,Particle Tracking,run,Late fusion,127,r2,bram,-2.9051812257501557,False
exemplar,Particle Tracking,run,Late fusion,127,r2,dsp,0.041718291131847995,False
exemplar,Particle Tracking,run,Late fusion,127,r2,ff,0.6938988605160124,True
exemplar,Particle Tracking,run,Late fusion,127,r2,lut,0.8128900732124156,True
exemplar,Particle Tracking,run,Late fusion,127,r2,cycles_max,0.5000003181681338,False
exemplar,Particle Tracking,run,Late fusion,127,r2,interval_max,0.12086154661670845,False
exemplar,Particle Tracking,run,Late fusion,127,smape,bram,76.88902897980235,False
exemplar,Particle Tracking,run,Late fusion,127,smape,dsp,82.9124379380458,False
exemplar,Particle Tracking,run,Late fusion,127,smape,ff,46.59263130685583,True
exemplar,Particle Tracking,run,Late fusion,127,smape,lut,23.114822960877106,True
exemplar,Particle Tracking,run,Late fusion,127,smape,cycles_max,82.92023171823669,True
exemplar,Particle Tracking,run,Late fusion,127,smape,interval_max,71.76805410716112,False
exemplar,Particle Tracking,run,Late fusion,127,rmse,bram,2.726200345624934,False
exemplar,Particle Tracking,run,Late fusion,127,rmse,dsp,619.5154128475444,False
exemplar,Particle Tracking,run,Late fusion,127,rmse,ff,5479.951029040782,True
exemplar,Particle Tracking,run,Late fusion,127,rmse,lut,6944.422141317656,True
exemplar,Particle Tracking,run,Late fusion,127,rmse,cycles_max,710.4348498740948,False
exemplar,Particle Tracking,run,Late fusion,127,rmse,interval_max,506.81879580663366,False
