epoch,train_loss,val_r2,val_r2_lut,val_r2_ff,val_r2_dsp,val_r2_bram,val_r2_cycles_max,val_r2_interval_max,val_resource_r2,val_timing_r2,val_smape,val_smape_lut,val_smape_ff,val_smape_dsp,val_smape_bram,val_smape_cycles_max,val_smape_interval_max,val_resource_smape,val_timing_smape,val_rmse,val_rmse_lut,val_rmse_ff,val_rmse_dsp,val_rmse_bram,val_rmse_cycles_max,val_rmse_interval_max,val_resource_rmse,val_timing_rmse,val_loss,train_seconds,validation_seconds,epoch_seconds,cumulative_training_seconds,train_seconds_per_sample,data_wait_seconds,compute_submission_seconds,data_wait_fraction,peak_gpu_memory_mb
1,0.3720569312572479,0.1974424570798874,0.19891685247421265,0.06875371932983398,-0.04204583168029785,0.21897339820861816,0.3762463331222534,0.3638101816177368,0.11114953458309174,0.3700282573699951,72.7364730834961,58.41753387451172,56.405216217041016,108.74911499023438,50.9948616027832,76.02599334716797,85.82611083984375,68.64168548583984,80.92605590820312,76249.546875,113160.1171875,66350.640625,1965.525390625,27.07024574279785,137178.9375,138814.96875,45375.8359375,137996.953125,0.322268009185791,111.73678637499688,4.823811045993352,116.56060099601746,116.6164415779931,0.08079304871655595,23.180499224195955,88.54104808781995,0.20748458808449424,2232.32470703125
2,0.29801851511001587,0.21404607594013214,0.2575322389602661,0.06649208068847656,0.08071529865264893,0.3084244728088379,0.27285730838775635,0.29825514554977417,0.17829102277755737,0.28555622696876526,61.80720520019531,53.42093276977539,54.52083969116211,94.03321838378906,45.562278747558594,52.42624282836914,70.87971496582031,61.884315490722656,61.652976989746094,78524.6796875,108941.515625,66431.15625,1846.1214599609375,25.47294044494629,148112.171875,145791.625,44311.06640625,146951.90625,0.2633989751338959,84.31550696401973,4.753548945009243,89.06905999500304,205.94679303999874,0.06096565940999257,3.789274514914723,80.50220061608707,0.04495442165445098,2307.267578125
3,0.2710857093334198,0.3288601338863373,0.2636425495147705,0.09887087345123291,0.03029555082321167,0.2562405467033386,0.745017409324646,0.5790938138961792,0.16226238012313843,0.6620556116104126,63.545772552490234,54.453033447265625,55.15736770629883,102.56253814697266,44.34794235229492,57.948184967041016,66.80557250976562,64.13021850585938,62.37687683105469,62716.98046875,108492.3046875,65268.90625,1896.072509765625,26.416513442993164,87707.390625,112910.828125,43920.9296875,100309.109375,0.2633458375930786,85.58026339899516,4.172958050010493,89.7532244239992,295.9225367110048,0.06188016153217293,5.8931063411873765,79.67637710581766,0.06886925225903812,2540.45556640625
4,0.2564239501953125,0.2354075163602829,0.49520325660705566,0.25189638137817383,0.09962284564971924,0.3831642270088196,0.10731393098831177,0.0752444863319397,0.30747169256210327,0.09127920866012573,64.1724624633789,53.84053039550781,51.13825988769531,100.34912872314453,42.39750671386719,59.82299041748047,77.4863510131836,61.93135452270508,68.65467071533203,80436.4609375,89828.234375,59469.421875,1827.03759765625,24.05714225769043,164108.203125,167361.828125,37787.1875,165735.015625,0.2609596848487854,90.67762647598283,3.5669686020119116,94.24459698298597,390.1998521130008,0.06556589043816546,8.205912002042169,82.46388843495515,0.09050325425326282,2540.45556640625
5,0.2422039657831192,0.4814492166042328,0.4668518304824829,0.28323352336883545,0.2665620446205139,0.3988231420516968,0.6876118183135986,0.7856130599975586,0.35386762022972107,0.7366124391555786,58.036373138427734,51.91215896606445,50.689117431640625,88.72112274169922,37.99888229370117,54.565650939941406,64.33131408691406,57.330318450927734,59.448482513427734,54977.01171875,92316.3359375,58210.546875,1648.98583984375,23.74982452392578,97079.6484375,80582.7578125,38049.90234375,88831.203125,0.22562865912914276,90.02635037701111,12.393929051002488,102.42028492799727,492.7077701220114,0.06509497496530088,3.97097812013817,86.04529307386838,0.04411400369584033,2540.45556640625
6,0.2407096028327942,0.4851657450199127,0.5021008253097534,0.4445030093193054,0.38664960861206055,0.4212146997451782,0.5587780475616455,0.5977482795715332,0.4386170208454132,0.5782631635665894,55.93939208984375,50.908809661865234,45.80949783325195,86.79527282714844,39.0179557800293,48.85862731933594,64.24620819091797,55.63288497924805,56.55241775512695,61290.62109375,89212.421875,51245.2578125,1507.959228515625,23.30333137512207,115374.3984375,110380.3828125,35497.234375,112877.390625,0.21104896068572998,114.53183725700364,5.242417772999033,119.77425937898806,613.3259533579985,0.08281405441576548,2.57018939423142,111.95270284276921,0.02244258195044982,2540.45556640625
7,0.21670310199260712,0.32616618275642395,0.438332200050354,0.36057668924331665,0.4354330897331238,0.27084922790527344,0.25000613927841187,0.20179975032806396,0.37629780173301697,0.22590294480323792,52.29692077636719,52.42433547973633,51.466148376464844,47.86659622192383,40.03395462036133,53.75239181518555,68.23806762695312,47.947757720947266,60.99523162841797,76186.109375,94753.3046875,54980.29296875,1446.748291015625,26.15579605102539,150421.4375,155488.71875,37801.625,152955.078125,0.19018279016017914,98.0971304999839,3.5156860570132267,101.61281965798116,715.1928425829974,0.07093068004337232,0.7818332850001752,97.30931460001739,0.007970477477913095,2540.45556640625
8,0.18379278481006622,0.4959227740764618,0.5558565855026245,0.4231641888618469,0.21508395671844482,0.2664739489555359,0.6945554614067078,0.8204023838043213,0.36514467000961304,0.7574789524078369,49.4292106628418,46.255123138427734,43.89255142211914,53.16919708251953,40.32731628417969,46.025062561035156,66.90604400634766,45.91104507446289,56.465553283691406,51326.87890625,84258.984375,52220.25,1705.8736572265625,26.23415184020996,95994.6640625,73755.296875,34552.8359375,84874.984375,0.1631343513727188,98.14293810300296,3.6656952399935108,101.80863620797754,817.1814432620013,0.070963801954449,1.2697194588254206,96.86822731918073,0.012938109064963435,2540.45556640625
9,0.17125581204891205,0.3956947326660156,0.5194782614707947,0.5057852864265442,0.1969510316848755,0.186134934425354,0.48159700632095337,0.4842221736907959,0.3520873785018921,0.48290959000587463,47.70901870727539,42.85856246948242,44.59670639038086,53.649478912353516,40.326759338378906,48.28200149536133,56.54060363769531,45.357879638671875,52.41130065917969,64629.91796875,87641.765625,48335.99609375,1725.4654541015625,27.633472442626953,125058.9140625,124989.71875,34432.71875,125024.3125,0.15786421298980713,79.32544053101446,3.5113486610061955,82.83679071301594,900.1617662759963,0.05735751303760988,1.3986444419424515,77.91976190306013,0.017633289754447674,2622.478515625
10,0.156311497092247,0.6360248327255249,0.6351522207260132,0.5887845754623413,0.660446047782898,0.2983272671699524,0.8272610902786255,0.8061776161193848,0.5456775426864624,0.8167193531990051,49.7673225402832,40.86582946777344,41.83122253417969,44.733436584472656,43.79389572143555,58.352237701416016,69.02734375,42.806095123291016,63.689788818359375,45069.42578125,76367.828125,44090.75390625,1121.99169921875,25.658222198486328,72189.8203125,76620.4921875,30401.556640625,74405.15625,0.15702462196350098,78.82918136398075,3.519400441990001,82.34858451699256,982.6889077360102,0.056998685006493674,0.889983136265073,77.9305221067334,0.011291264037464782,2622.478515625
11,0.15123717486858368,0.5842402577400208,0.6095751523971558,0.49437272548675537,0.9143618941307068,0.31853944063186646,0.5487200021743774,0.6198720932006836,0.5842123031616211,0.5842960476875305,42.146018981933594,43.40390396118164,39.102455139160156,32.20522689819336,36.19221878051758,44.85308074951172,57.119224548339844,37.7259521484375,50.98615264892578,58743.828125,78999.3125,48890.90625,563.46728515625,25.28597068786621,116682.015625,107302.0,32119.744140625,111992.0078125,0.1261017918586731,80.80569583902252,3.5099709180067293,84.3156687419978,1067.1902741570084,0.05842783502460052,1.7530611241527367,79.04556672883336,0.02169666949471529,2622.478515625
12,0.14519532024860382,0.45387598872184753,0.639240026473999,0.6377527713775635,0.5131481289863586,0.32711488008499146,0.3007364273071289,0.3052637577056885,0.5293139219284058,0.3030000925064087,45.4935417175293,44.021018981933594,41.9686393737793,38.82536315917969,38.479915618896484,48.5765380859375,61.089752197265625,40.823734283447266,54.83314514160156,68166.1015625,75938.8046875,41382.37109375,1343.4876708984375,25.12636947631836,145245.0625,145061.75,29672.4453125,145153.40625,0.13832609355449677,78.97475612699054,3.6383451580186374,82.61310299299657,1149.9615738599969,0.0571039451388218,0.582166522013722,78.38635100997635,0.007372134367064531,2622.478515625
13,0.1391320377588272,0.5061642527580261,0.6410394310951233,0.6242249011993408,0.804907500743866,0.2248815894126892,0.35961854457855225,0.38231319189071655,0.573763370513916,0.3709658682346344,43.5134391784668,46.12823486328125,40.449676513671875,37.49142074584961,39.262451171875,44.11000061035156,53.63882064819336,40.83294677734375,48.874412536621094,65758.5625,75749.1875,42147.98828125,850.4631958007812,26.967660903930664,138995.34375,136781.421875,29693.650390625,137888.375,0.12885123491287231,80.99042313700193,3.406005628989078,84.39643091798644,1234.37889761501,0.05856140501590884,1.6151690332044382,79.36996298379381,0.01994401926597372,2622.478515625
14,0.13384395837783813,0.050001125782728195,0.7051472663879395,0.7054970264434814,0.8140616416931152,0.22756123542785645,-0.03001081943511963,-2.1222496032714844,0.6130667924880981,-1.0761301517486572,40.22319412231445,40.97574234008789,38.95484924316406,37.06521224975586,35.829620361328125,40.4571647644043,48.05656814575195,38.206356048583984,44.256866455078125,98437.4140625,68652.625,37312.78515625,830.270751953125,26.92100715637207,176279.5,307522.40625,26705.650390625,241900.953125,0.11674848198890686,78.69953689398244,3.6379769670020323,82.33751549199224,1316.7337769379956,0.05690494352421001,0.7448071410181001,77.94655264198082,0.009464916390719353,2622.478515625
15,0.13457965850830078,0.6436042189598083,0.659734845161438,0.6608518362045288,0.8587673306465149,0.2888631820678711,0.6770725250244141,0.7163355350494385,0.617054283618927,0.6967040300369263,41.58311080932617,45.77228546142578,42.93737030029297,34.23051071166992,39.682525634765625,41.22563552856445,45.65034484863281,40.65567398071289,43.43798828125,50989.546875,73750.2265625,40041.2421875,723.6071166992188,25.83068084716797,98703.6953125,92692.6796875,28635.2265625,95698.1875,0.12276369333267212,79.6161451350199,3.3861878530005924,83.00233446000493,1399.8995543649944,0.05756771159437448,0.6001645318756346,79.00578577211127,0.007539191851662081,2622.478515625
16,0.1285744607448578,0.5587835907936096,0.6025738716125488,0.5581636428833008,0.4761945605278015,0.33958756923675537,0.6248891949653625,0.7512930035591125,0.4941299259662628,0.6880910992622375,41.615509033203125,42.44276809692383,39.76776123046875,40.92356491088867,34.72902297973633,44.072566986083984,47.75737380981445,39.46577835083008,45.91497039794922,53333.23828125,79704.4921875,45702.87890625,1393.5426025390625,24.892406463623047,106380.171875,86793.453125,31706.451171875,96586.8125,0.12233176827430725,79.68605708799441,3.5755059410003014,83.2615656729904,1483.323876556009,0.057618262536510784,2.075858233787585,77.60101222421508,0.02605346095868262,2622.478515625
17,0.13046912848949432,0.5688799023628235,0.6460006237030029,0.6515042781829834,0.5841090679168701,0.2914934754371643,0.7312960624694824,0.5088759064674377,0.543276846408844,0.6200859546661377,43.80228042602539,44.414390563964844,42.78793716430664,42.025516510009766,42.69780349731445,42.669883728027344,48.21815490722656,42.98141098022461,45.44401931762695,54847.16796875,75223.90625,40589.296875,1241.7237548828125,25.782865524291992,90036.359375,121965.9453125,29270.177734375,106001.15625,0.12892913818359375,78.94496119499672,2.8254014829872176,81.77036598100676,1565.1207290040038,0.0570824014425139,0.637409629765898,78.30180463122088,0.00807468931295048,2622.478515625
18,0.1332496553659439,0.5566139817237854,0.6590210199356079,0.6293414831161499,0.684888482093811,0.32969850301742554,0.8036738634109497,0.23306071758270264,0.5757373571395874,0.5183672904968262,41.89482498168945,41.331844329833984,39.22807312011719,39.10749435424805,40.66841125488281,42.91991424560547,48.11320877075195,40.08395767211914,45.516563415527344,57694.64453125,73827.5390625,41860.05859375,1080.8548583984375,25.078083038330078,76960.8671875,152413.5,29198.380859375,114687.1875,0.11877357959747314,76.97519572501187,3.160053797008004,80.13525089799077,1645.268934680993,0.05565813139914091,1.251087123149773,75.7186555568478,0.016254271868248012,2622.478515625
19,0.12531816959381104,-0.1185724139213562,0.7062172889709473,0.6856638193130493,-3.8734946250915527,0.3096121549606323,0.6950719356536865,0.7654950022697449,-0.543000340461731,0.7302834987640381,43.9332275390625,44.269744873046875,42.40204620361328,45.8675651550293,33.71786880493164,48.40616226196289,48.93597412109375,41.56430435180664,48.67106628417969,48590.859375,68527.9453125,38548.7265625,4250.6513671875,25.45105743408203,95913.46875,84278.9296875,27838.193359375,90096.203125,0.13063813745975494,77.19483748098719,3.546950609976193,80.74178979700082,1726.0271032559976,0.05581694684091626,0.6849840779614169,76.50264258903917,0.008874273086754496,2622.478515625
20,0.12597212195396423,0.6300547122955322,0.6807274222373962,0.7133415937423706,0.6703659296035767,0.34758079051971436,0.613810658454895,0.7545017004013062,0.603003978729248,0.6841561794281006,40.67545700073242,39.868560791015625,38.572330474853516,39.42002487182617,34.7789306640625,41.906620025634766,49.50627517700195,38.15996170043945,45.70644760131836,50592.1875,71439.0078125,36812.48828125,1105.4810791015625,24.74130630493164,107939.65625,86231.75,27345.431640625,97085.703125,0.1161561831831932,77.73572626002715,3.027272401988739,80.76300100900698,1806.8170107629849,0.05620804501809627,0.6941934729984496,77.03474201998324,0.008930953043363495,2735.482421875
21,0.11914972960948944,0.6184890270233154,0.5939637422561646,0.6343056559562683,0.8902285099029541,0.277344286441803,0.6224992275238037,0.6925927400588989,0.5989605188369751,0.6575459837913513,42.7959098815918,45.391456604003906,39.533973693847656,43.25645446777344,40.0128173828125,36.977272033691406,51.60345458984375,42.048675537109375,44.29036331176758,54336.41796875,80563.2578125,41578.80078125,637.940185546875,26.03904151916504,106718.5234375,96493.9375,30701.509765625,101606.234375,0.12013092637062073,78.50671119301114,3.2611531230213586,81.76786630001152,1888.8407670400047,0.05676551785467183,0.6795414786902256,77.82000798932859,0.008656629029024872,2735.482421875
22,0.1196725070476532,0.6568349003791809,0.7076632976531982,0.7053648829460144,0.5848156213760376,0.3644489645957947,0.7832109928131104,0.7955057621002197,0.5905731916427612,0.789358377456665,39.65121078491211,39.32994079589844,40.30957794189453,39.173648834228516,33.89204406738281,36.842010498046875,48.36004638671875,38.17630386352539,42.60102844238281,44419.859375,68359.0859375,37321.15625,1240.6685791015625,24.41937255859375,80872.25,78701.5859375,26736.333984375,79786.921875,0.11230997741222382,78.96797003797838,3.313331394980196,82.28130387899,1971.1561416510085,0.057099038349948214,0.8462188710400369,78.11607273397385,0.01071674661207913,2735.482421875
23,0.11697831749916077,0.6754465699195862,0.6342225074768066,0.731641411781311,0.7127692699432373,0.3161909580230713,0.7918134927749634,0.8660417199134827,0.598706066608429,0.8289276361465454,39.80574035644531,41.43558120727539,36.54056930541992,36.845787048339844,37.036258697509766,37.661224365234375,49.315032958984375,37.96455001831055,43.488128662109375,42681.69140625,76465.0625,35618.0859375,1031.9310302734375,25.329504013061523,79251.4453125,63698.28515625,28285.1015625,71474.8671875,0.1169910803437233,78.96549206398777,3.397868476982694,82.36336175000179,2053.6731886469934,0.05709724661170482,1.3267557739454787,77.63408009405248,0.01680270680218571,2735.482421875
24,0.11825710535049438,0.6161943078041077,0.6033738851547241,0.6154627799987793,0.7088038325309753,0.29084616899490356,0.7183239459991455,0.7603552341461182,0.5546216368675232,0.7393395900726318,38.755550384521484,42.906925201416016,42.259925842285156,36.90312194824219,37.336910247802734,32.81547546386719,40.31095886230469,39.851722717285156,36.56321716308594,50117.86328125,79624.234375,42636.546875,1039.0299072265625,25.794641494750977,92184.0703125,85197.5078125,30831.40234375,88690.7890625,0.11082416772842407,77.99206297800993,3.6569497669988777,81.64901500000269,2135.340830387984,0.05639339333189438,0.6320573486736976,77.35530321233091,0.008104612646549037,2735.482421875
25,0.11878441274166107,0.5614588260650635,0.5541260242462158,0.5880950689315796,0.8201754689216614,0.3224843740463257,0.4403550624847412,0.6435168981552124,0.5712202787399292,0.5419359803199768,39.470550537109375,42.28507995605469,36.6990966796875,36.702857971191406,37.22330093383789,39.86595916748047,44.04700469970703,38.22758483886719,41.95648193359375,60540.31640625,84422.9765625,44127.703125,816.5066528320312,25.212675094604492,129938.3046875,103911.21875,32348.099609375,116924.765625,0.11314354091882706,79.15965737999068,3.3833288280002307,82.54298843498691,2218.022372812993,0.05723764091105617,1.52989231099491,77.62433873102418,0.019327991578653142,2735.482421875
