split,kernel_family,target,r2,smape,rmse,rpe_median,rpe_mean,rpe_q25,rpe_q75,inference_seconds_per_sample,n_samples
test,all,lut,0.3884022831916809,47.23277282714844,74620.6484375,-20.554826736450195,-76.969970703125,-69.01629638671875,13.322538375854492,0.02320127864080815,81
test,all,ff,0.5727478861808777,48.965309143066406,50268.53125,-17.039087295532227,-124.8187484741211,-63.45519256591797,14.401103973388672,0.02320127864080815,81
test,all,dsp,0.749354362487793,39.83268737792969,461.6979064941406,0.0,-53.12507247924805,-31.407339096069336,6.768989562988281,0.02320127864080815,81
test,all,bram,0.33375632762908936,37.70937728881836,33.565765380859375,0.0,-61.12559127807617,-19.255048751831055,7.137399673461914,0.02320127864080815,81
test,all,cycles_max,0.5954003930091858,39.49370193481445,643033.0,0.7533960342407227,-29.555124282836914,-32.868404388427734,17.332670211791992,0.02320127864080815,81
test,all,interval_max,0.5648011565208435,46.11805725097656,667068.1875,3.1669883728027344,-49.956600189208984,-47.163883209228516,19.312244415283203,0.02320127864080815,81
test,2layer,lut,-0.3015177249908447,27.542036056518555,5747.1328125,-15.468605995178223,-27.558883666992188,-37.31218719482422,4.186105728149414,0.02320127864080815,14
test,2layer,ff,-0.6623954772949219,30.55571937561035,4465.142578125,-20.679683685302734,-29.843730926513672,-46.5338134765625,-3.202199697494507,0.02320127864080815,14
test,2layer,dsp,0.2695748805999756,35.988922119140625,2.201904296875,-27.387256622314453,-34.18803024291992,-74.02952575683594,-1.3460946083068848,0.02320127864080815,14
test,2layer,bram,0.3352944850921631,22.90013885498047,0.6665339469909668,-15.803003311157227,-9.89830207824707,-25.626848220825195,-2.788235902786255,0.02320127864080815,14
test,2layer,cycles_max,0.8029580116271973,11.799160957336426,673.3475341796875,-1.652775764465332,-2.4936234951019287,-12.509014129638672,9.285091400146484,0.02320127864080815,14
test,2layer,interval_max,0.6392537355422974,17.47939109802246,531.2855834960938,14.161561012268066,15.811136245727539,11.231796264648438,20.70724868774414,0.02320127864080815,14
test,3layer,lut,-0.10562288761138916,34.000667572021484,11666.2021484375,-15.963987350463867,-13.461278915405273,-38.82886505126953,14.150219917297363,0.02320127864080815,14
test,3layer,ff,-0.3274177312850952,27.121416091918945,6339.71484375,-13.987092018127441,-13.857447624206543,-31.82903480529785,6.521500587463379,0.02320127864080815,14
test,3layer,dsp,0.22039860486984253,35.15556716918945,6.875556468963623,0.0,-6.935638427734375,-31.629308700561523,5.076742172241211,0.02320127864080815,14
test,3layer,bram,-0.11474943161010742,24.97812271118164,3.699974298477173,-7.468893527984619,-2.097341537475586,-20.70482063293457,6.113386631011963,0.02320127864080815,14
test,3layer,cycles_max,0.756645143032074,21.329957962036133,1454.7117919921875,-13.072830200195312,-17.22241973876953,-40.03668212890625,7.128317356109619,0.02320127864080815,14
test,3layer,interval_max,0.9589818716049194,7.61106014251709,245.0978546142578,3.6041998863220215,0.6311616897583008,-5.096452713012695,5.395999431610107,0.02320127864080815,14
test,conv1d,lut,-0.13360559940338135,18.23177146911621,3590.53125,1.0821516513824463,-6.688328266143799,-9.161439895629883,9.321250915527344,0.02320127864080815,6
test,conv1d,ff,-0.4091414213180542,14.783567428588867,3919.9716796875,-3.208369255065918,-5.231512546539307,-12.656526565551758,10.087249755859375,0.02320127864080815,6
