split,kernel_family,target,r2,smape,rmse,rpe_median,rpe_mean,rpe_q25,rpe_q75,inference_seconds_per_sample,n_samples
test,all,lut,0.8439589738845825,28.792194366455078,41273.65625,-2.886263370513916,-32.341712951660156,-24.744461059570312,15.586663246154785,0.08564706246259102,294
test,all,ff,0.8763776421546936,30.739662170410156,28023.658203125,-1.0447814464569092,-32.11895751953125,-26.924209594726562,14.85133171081543,0.08564706246259102,294
test,all,dsp,0.796576738357544,31.990198135375977,580.20166015625,0.0,-63.158355712890625,-23.636615753173828,9.26446533203125,0.08564706246259102,294
test,all,bram,0.6349447965621948,28.055814743041992,25.51820182800293,0.0,-5.548653602600098,-8.915011405944824,15.301355361938477,0.08564706246259102,294
test,all,cycles_max,0.6825963258743286,26.278709411621094,582759.375,4.685319900512695,-8.154878616333008,-14.846609115600586,15.509973526000977,0.08564706246259102,294
test,all,interval_max,0.5823614597320557,33.312564849853516,668594.5,4.5547895431518555,-38.740325927734375,-16.971309661865234,15.356162071228027,0.08564706246259102,294
test,2layer,lut,0.06162858009338379,26.459619522094727,6714.7744140625,7.895941257476807,3.311493158340454,-14.528382301330566,25.669437408447266,0.08564706246259102,52
test,2layer,ff,0.1594003438949585,22.440753936767578,3697.181396484375,1.3673899173736572,-0.5647119283676147,-17.04187774658203,21.141305923461914,0.08564706246259102,52
test,2layer,dsp,0.2622494101524353,24.710121154785156,3.6484463214874268,0.0,1.101989507675171,-5.104387283325195,15.58188533782959,0.08564706246259102,52
test,2layer,bram,-0.05753779411315918,23.632604598999023,2.09870982170105,-3.280524492263794,1.0737841129302979,-12.196409225463867,13.643183708190918,0.08564706246259102,52
test,2layer,cycles_max,0.8969817757606506,11.519150733947754,674.5411987304688,8.576547622680664,6.9023590087890625,0.5635179281234741,13.342248916625977,0.08564706246259102,52
test,2layer,interval_max,0.8805606961250305,12.739418029785156,422.7706298828125,10.718082427978516,10.471315383911133,5.555182456970215,17.276676177978516,0.08564706246259102,52
test,3layer,lut,0.20616811513900757,28.504545211791992,9061.4462890625,-3.73415207862854,-10.466573715209961,-30.69049072265625,19.223421096801758,0.08564706246259102,55
test,3layer,ff,0.09378987550735474,22.483558654785156,5343.89013671875,-0.22522976994514465,-3.699554204940796,-22.980365753173828,16.890911102294922,0.08564706246259102,55
test,3layer,dsp,0.3928658366203308,30.922826766967773,6.268278121948242,0.0,-5.89719295501709,-23.294010162353516,14.088838577270508,0.08564706246259102,55
test,3layer,bram,-0.13106811046600342,35.88313674926758,9.500141143798828,-1.0113784074783325,10.319573402404785,-10.911890029907227,13.56413459777832,0.08564706246259102,55
test,3layer,cycles_max,0.9227913618087769,11.774635314941406,857.6177368164062,5.743143081665039,2.72700572013855,-5.625885009765625,13.051872253417969,0.08564706246259102,55
test,3layer,interval_max,0.8970839381217957,11.990602493286133,429.31536865234375,7.49453592300415,8.18883228302002,0.008125603199005127,14.903915405273438,0.08564706246259102,55
test,conv1d,lut,0.8206659555435181,17.59375762939453,4435.66455078125,3.68108868598938,-0.08983100205659866,-12.973686218261719,16.48714828491211,0.08564706246259102,27
test,conv1d,ff,0.7593340873718262,16.945466995239258,7974.736328125,-6.215177059173584,-8.8904390335083,-26.502779006958008,4.959911346435547,0.08564706246259102,27
test,conv1d,dsp,0.8486300110816956,15.883606910705566,0.7973678112030029,0.0,-11.763276100158691,-20.248830795288086,0.0,0.08564706246259102,27
test,conv1d,bram,0.8084375262260437,29.514667510986328,5.003055572509766,8.359673500061035,-2.9451327323913574,-17.25411605834961,26.539934158325195,0.08564706246259102,27
test,conv1d,cycles_max,0.49719923734664917,37.21811294555664,113067.2734375,2.0194966793060303,-11.692350387573242,-25.75223159790039,26.68033218383789,0.08564706246259102,27
test,conv1d,interval_max,0.3158456087112427,41.92791748046875,131891.171875,24.117412567138672,8.889079093933105,-3.6778461933135986,36.010780334472656,0.08564706246259102,27
test,conv2d,lut,0.5249764323234558,23.276073455810547,33496.453125,-5.715677261352539,-1.3042393922805786,-19.820056915283203,24.295656204223633,0.08564706246259102,12
test,conv2d,ff,0.666596531867981,22.025949478149414,106928.671875,6.867541313171387,5.293116092681885,-4.88846492767334,24.681434631347656,0.08564706246259102,12
test,conv2d,dsp,0.9831745028495789,22.462133407592773,2.314833641052246,0.0,-22.437896728515625,-35.491451263427734,0.0,0.08564706246259102,12
test,conv2d,bram,0.8406643271446228,30.566457748413086,31.786991119384766,8.472940444946289,0.38463258743286133,-30.25919532775879,18.264318466186523,0.08564706246259102,12
test,conv2d,cycles_max,0.5273795127868652,41.96154022216797,2879520.0,-21.062698364257812,-21.868459701538086,-48.7524299621582,17.75307846069336,0.08564706246259102,12
test,conv2d,interval_max,0.37797272205352783,42.31879806518555,3303455.0,12.506254196166992,1.604543685913086,-16.037778854370117,32.1954231262207,0.08564706246259102,12
test,dense_latency,lut,0.9428720474243164,18.598119735717773,30162.302734375,-3.686707019805908,-19.780847549438477,-24.195941925048828,4.580104827880859,0.08564706246259102,54
test,dense_latency,ff,0.9510394334793091,24.083341598510742,26820.703125,-2.6588010787963867,-26.964061737060547,-27.83170509338379,9.483813285827637,0.08564706246259102,54
test,dense_latency,dsp,0.8930649757385254,19.348899841308594,611.070068359375,0.0,-18.59893798828125,-5.675133228302002,11.298774719238281,0.08564706246259102,54
test,dense_latency,bram,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08564706246259102,54
test,dense_latency,cycles_max,0.8914386034011841,20.625394821166992,58.397064208984375,9.360818862915039,5.237241268157959,-11.640458106994629,21.277307510375977,0.08564706246259102,54
test,dense_latency,interval_max,0.9627028703689575,18.913354873657227,5.8368635177612305,-0.6021006107330322,-5.8688435554504395,-20.17518424987793,11.364116668701172,0.08564706246259102,54
test,dense_resource,lut,0.850996196269989,18.392324447631836,47810.08984375,-3.232208728790283,-17.174903869628906,-17.208251953125,8.71270751953125,0.08564706246259102,33
