scale_percent,split,mean,std,min,max
25,exemplar,96.56776555379231,2.2303514012733556,95.19187291463216,99.14109166463216
25,test,39.915891117519806,1.227919766023589,38.84138774871826,41.25430997212728
50,exemplar,89.74475987752278,2.4225265241542897,87.40287907918294,92.2405891418457
50,test,34.10245397355821,0.6497829121374714,33.4505402247111,34.75008487701416
100,exemplar,89.86136182149251,5.228661677789829,86.78564198811848,95.89853986104328
100,test,29.173730744255916,0.9018939751953924,28.30705165863037,30.107133547465008
200,exemplar,80.17211023966472,2.444763593350997,77.86761220296223,82.73639170328777
200,test,24.139734268188477,0.38592810214241835,23.777568499247234,24.54568926493327
