epoch,train_loss,val_r2,val_r2_lut,val_r2_ff,val_r2_dsp,val_r2_bram,val_r2_cycles_max,val_r2_interval_max,val_resource_r2,val_timing_r2,val_smape,val_smape_lut,val_smape_ff,val_smape_dsp,val_smape_bram,val_smape_cycles_max,val_smape_interval_max,val_resource_smape,val_timing_smape,val_rmse,val_rmse_lut,val_rmse_ff,val_rmse_dsp,val_rmse_bram,val_rmse_cycles_max,val_rmse_interval_max,val_resource_rmse,val_timing_rmse,val_loss,train_seconds,validation_seconds,epoch_seconds,cumulative_training_seconds,train_seconds_per_sample,data_wait_seconds,compute_submission_seconds,data_wait_fraction,peak_gpu_memory_mb
11,0.15586791932582855,0.5713318586349487,0.6593655347824097,0.6382440328598022,0.8878375291824341,0.31296563148498535,0.47276508808135986,0.45681333541870117,0.6246032118797302,0.4647892117500305,42.744754791259766,41.36686325073242,40.82619094848633,36.45537567138672,36.70130157470703,45.525516510009766,55.59330749511719,38.837432861328125,50.559410095214844,61700.37109375,73790.234375,41354.296875,644.8504028320312,25.389169692993164,126119.7109375,128267.7578125,28953.693359375,127193.734375,0.12879720330238342,66.7479885359935,4.835075470007723,71.58306619999348,1062.0168826400186,0.0482631876616005,8.6761068792257,58.05872325776727,0.13000867555091433,1611.2890625
12,0.15180005133152008,0.6667070984840393,0.6319238543510437,0.6163076162338257,0.9562605023384094,0.38074982166290283,0.6669460535049438,0.7480546236038208,0.6463104486465454,0.7075003385543823,44.27963638305664,45.046287536621094,45.91312026977539,32.511688232421875,37.218727111816406,45.78358459472656,59.204429626464844,40.172454833984375,52.4940071105957,51219.578125,76704.9609375,42589.6875,402.69134521484375,24.104177474975586,100239.3359375,87356.6953125,29930.359375,93798.015625,0.13215306401252747,73.38424665600178,4.0350144790136255,77.41926324702217,1139.8076609710115,0.053061638941432954,12.92246065614745,60.44642678584205,0.1761299797051555,1611.2890625
13,0.1509111374616623,0.6351266503334045,0.6115537881851196,0.5353367328643799,0.7615474462509155,0.22736817598342896,0.8271921277046204,0.8477614521980286,0.5339515209197998,0.8374767899513245,42.169437408447266,44.252349853515625,43.28781509399414,38.153648376464844,36.5821418762207,43.8801155090332,46.86054611206055,40.56898880004883,45.370330810546875,44457.41015625,78798.8828125,46868.6015625,940.234619140625,26.92436981201172,72204.234375,67905.546875,31658.66015625,70054.890625,0.12244688719511032,71.85734380298527,3.852532994991634,75.70987927800161,1215.7635271580075,0.051957587710039964,6.064158582681557,65.78652001731098,0.08439946150602101,1611.2890625
14,0.14632782340049744,0.6067359447479248,0.596801221370697,0.5362848043441772,0.7231519818305969,0.29297322034835815,0.7482350468635559,0.742969274520874,0.5373027920722961,0.7456021308898926,43.46034240722656,45.458282470703125,43.72901916503906,40.111595153808594,40.88600540161133,40.21547317504883,50.36167526245117,42.54622268676758,45.28857421875,50587.83984375,80281.265625,46820.765625,1013.1085205078125,25.75592803955078,87152.234375,88233.8984375,32035.224609375,87693.0625,0.13068971037864685,80.86085101001663,5.094265171006555,85.95511917900876,1302.3989801999996,0.05846771584238368,11.84265963814687,69.01079338684212,0.14647067249541854,1611.2890625
15,0.14098265767097473,0.5065941214561462,0.6564016342163086,0.6669586896896362,0.6458096504211426,0.19325464963912964,0.4284452199935913,0.44869476556777954,0.5406061410903931,0.4385699927806854,45.25048828125,44.028099060058594,44.306217193603516,41.799293518066406,42.04700469970703,44.90839385986328,54.413944244384766,43.04515075683594,49.661170959472656,62583.24609375,74110.5703125,39679.10546875,1145.9180908203125,27.512338638305664,131313.640625,129222.7578125,28740.77734375,130268.203125,0.13231775164604187,75.12920694900095,4.780866957997205,79.9100760500005,1382.407264013018,0.05432336004989222,10.973182524874574,64.14008095909958,0.1460884804614536,1611.2890625
16,0.14091552793979645,0.6701230406761169,0.6388139724731445,0.6694070100784302,0.8961935639381409,0.23405784368515015,0.7707274556159973,0.8115383982658386,0.6096181273460388,0.791132926940918,41.707862854003906,45.12248992919922,43.68177032470703,37.21218490600586,37.54908752441406,40.72323989868164,45.95840835571289,40.89138412475586,43.340824127197266,45814.234375,75983.640625,39532.98828125,620.3651733398438,26.807558059692383,83168.125,75553.46875,29040.94921875,79360.796875,0.12451648712158203,74.72974824000266,6.13993723000749,80.86968757101567,1463.5165615490114,0.054034525119307786,12.266493841219926,62.45680214979802,0.164158896881294,1611.2890625
17,0.13610799610614777,0.6784055829048157,0.6406363248825073,0.7103077173233032,0.9572268128395081,0.40675461292266846,0.6896732449531555,0.6658350229263306,0.6787313222885132,0.6777541637420654,40.30006790161133,42.65628433227539,39.568031311035156,38.0026741027832,36.28054428100586,38.585540771484375,46.70733642578125,39.12688446044922,42.64643859863281,51764.171875,75791.7109375,37006.77734375,398.2180480957031,23.592634201049805,96758.8125,100605.8984375,28305.07421875,98682.359375,0.11615703254938126,65.06179725198308,3.567099492007401,68.62889779699617,1532.9403480449982,0.0470439604135814,8.27270397610846,56.7821071248909,0.12716513715280583,1611.2890625
18,0.13571730256080627,0.5379080772399902,0.6846175193786621,0.6747487783432007,0.8361828327178955,0.33711230754852295,0.3743910789489746,0.3203960061073303,0.6331653594970703,0.34739354252815247,40.99551773071289,42.13116455078125,38.34992218017578,44.60633850097656,33.28630828857422,36.818870544433594,50.7805061340332,39.59343338012695,43.79969024658203,65312.51171875,71002.453125,39212.30078125,779.3185424804688,24.93901252746582,137382.796875,143473.25,27754.751953125,140428.03125,0.11901594698429108,76.79940855500172,4.435630958003458,81.23504235898145,1614.31162266701,0.05553102570860573,12.229051976260962,64.5589157967479,0.15925739840401795,1611.2890625
19,0.14022932946681976,0.5974133610725403,0.5761515498161316,0.48445069789886475,0.6347078084945679,0.27962982654571533,0.7988330125808716,0.8107075095176697,0.4937349557876587,0.8047702312469482,43.783329010009766,45.59940719604492,44.060997009277344,40.90785217285156,36.352699279785156,44.53221893310547,51.24679183959961,41.73023986816406,47.889503479003906,47748.859375,82311.3828125,49368.2734375,1163.7386474609375,25.997831344604492,77903.90625,75719.8359375,33217.34765625,76811.875,0.13051973283290863,74.68600473899278,3.3739608280011453,78.05996692299959,1692.400634560996,0.05400289568979955,10.003819693811238,64.67608426720835,0.1339559796305161,1611.2890625
20,0.13098859786987305,0.6475352644920349,0.6491612792015076,0.6809800863265991,0.7519603967666626,0.2671024799346924,0.7653664350509644,0.7706409692764282,0.5873010754585266,0.7680037021636963,40.732364654541016,40.07059860229492,39.34103775024414,46.8326416015625,34.97593307495117,36.67201232910156,46.501956939697266,40.3050537109375,41.58698272705078,47031.87890625,74887.328125,38834.859375,958.9495849609375,26.222909927368164,84134.859375,83349.09375,28676.841796875,83741.9765625,0.11861516535282135,77.0451953469892,4.511880973004736,81.55707852801424,1774.0508905940223,0.05570874573173478,9.689011257025413,67.34873103597783,0.12576966781002605,1611.2890625
21,0.1305188685655594,0.6330029368400574,0.6827645301818848,0.7620935440063477,0.7746438384056091,0.20298486948013306,0.6827065944671631,0.692824125289917,0.6056216955184937,0.68776535987854,40.33867263793945,41.016136169433594,36.19278335571289,38.55661392211914,41.85790252685547,42.70827102661133,41.7003288269043,39.405860900878906,42.20429992675781,49997.49609375,71210.734375,33536.359375,914.0501098632812,27.34592056274414,97838.875,96457.6171875,26422.12109375,97148.25,0.11908935010433197,78.37830329098506,5.353438452992123,83.73174351497437,1857.982950324018,0.056672670492397006,15.553875268175034,62.79868494081893,0.19851138529088713,1611.2890625
22,0.13006818294525146,0.6134033203125,0.5481857657432556,0.5328541398048401,0.6245414018630981,0.3505009412765503,0.7893216013908386,0.8350159525871277,0.514020562171936,0.8121687769889832,40.07826232910156,45.742984771728516,43.1930046081543,41.017601013183594,35.74582290649414,33.089073181152344,41.68109893798828,41.42485046386719,37.38508605957031,47266.15625,84983.4921875,46993.640625,1179.8214111328125,24.685874938964844,79724.328125,70690.96875,33295.41015625,75207.6484375,0.11662883311510086,65.71000029801507,6.8476981410058215,72.55770174501231,1930.5642651689996,0.04751265386696679,6.201761426025769,59.434642988984706,0.09448661122283353,1611.2890625
23,0.12833426892757416,0.6768732070922852,0.6846646666526794,0.7315604090690613,0.9273178577423096,0.351473331451416,0.5850001573562622,0.781222939491272,0.673754096031189,0.6831115484237671,42.272884368896484,43.54584884643555,36.886451721191406,35.04698944091797,36.90004348754883,46.39692306518555,54.861061096191406,38.09483337402344,50.628990173339844,50076.921875,70997.1484375,35623.4609375,519.09765625,24.667388916015625,111893.5078125,81403.6484375,26791.091796875,96648.578125,0.12119575589895248,77.00632324299659,4.399817565019475,81.40614413298317,2012.5100100980198,0.055680638642803024,16.364233870990574,60.60185891800211,0.21261614404480864,1611.2890625
24,0.12636016309261322,0.6365742683410645,0.7213317155838013,0.719196081161499,0.8731756210327148,0.34126144647598267,0.5571857690811157,0.6072951555252075,0.6637412309646606,0.5822404623031616,37.45795822143555,39.289459228515625,36.37873458862305,37.48301315307617,32.342098236083984,38.05553436279297,41.198909759521484,36.373329162597656,39.627220153808594,54755.35546875,66741.8671875,36434.63671875,685.7039794921875,24.86083984375,115582.390625,109062.65625,25971.765625,112322.5234375,0.10316412895917892,75.8581497950072,5.282558776001679,81.14071191000403,2093.7166344800207,0.054850433691256105,8.467775758064818,67.37425272294786,0.11165017507653761,1611.2890625
25,0.12572912871837616,0.6012682318687439,0.6139244437217712,0.700050413608551,0.8653870820999146,0.3349652886390686,0.49703532457351685,0.5962467789649963,0.6285817623138428,0.5466410517692566,37.86418533325195,42.48442840576172,37.59478759765625,36.263763427734375,35.92909240722656,33.899654388427734,41.01338195800781,38.068016052246094,37.456520080566406,58452.43359375,78558.0625,37656.2421875,706.4453735351562,24.979366302490234,123182.6796875,110586.203125,29236.431640625,116884.4375,0.10978170484304428,76.33972880902002,5.816773224010831,82.15650384701439,2176.1374406999967,0.055198647005799,13.297041140118381,63.025382381892996,0.17422194587785222,1611.2890625
