split,kernel_family,target,n_samples,mean_delta_smape,median_delta_smape,fraction_improved
exemplar,all,lut,886,23.235314709656507,24.743330250266396,0.2516930022573363
exemplar,all,ff,886,19.952613886250262,21.234223226448343,0.35214446952595935
exemplar,all,dsp,886,12.764326965215188,0.0,0.3047404063205418
exemplar,all,bram,886,4.845345364563478,2.9209617573519324,0.41196388261851014
exemplar,all,cycles_max,886,3.468317123453834,3.473302715006099,0.44469525959367945
exemplar,all,interval_max,886,38.758891877063576,35.653740997034824,0.22121896162528218
exemplar,exemplar,lut,886,23.235314709656507,24.743330250266396,0.2516930022573363
exemplar,exemplar,ff,886,19.952613886250262,21.234223226448343,0.35214446952595935
exemplar,exemplar,dsp,886,12.764326965215188,0.0,0.3047404063205418
exemplar,exemplar,bram,886,4.845345364563478,2.9209617573519324,0.41196388261851014
exemplar,exemplar,cycles_max,886,3.468317123453834,3.473302715006099,0.44469525959367945
exemplar,exemplar,interval_max,886,38.758891877063576,35.653740997034824,0.22121896162528218
test,2layer,lut,125,6.827090375643316,5.363124943425262,0.312
test,2layer,ff,125,7.140805156265495,5.819468076331386,0.296
test,2layer,dsp,125,11.415428098598046,4.061525134419145,0.144
test,2layer,bram,125,1.80840591213284,2.5884028577832865,0.408
test,2layer,cycles_max,125,11.80169870860469,6.980774050617421,0.32
test,2layer,interval_max,125,18.297281036696752,14.329612457879854,0.12
test,3layer,lut,116,7.035220216239647,8.064065991934397,0.25862068965517243
test,3layer,ff,116,7.447948505697559,7.938869101186537,0.20689655172413793
test,3layer,dsp,116,13.07355684980774,2.916509482887884,0.13793103448275862
test,3layer,bram,116,2.500458242309327,1.8469788690893747,0.3620689655172414
test,3layer,cycles_max,116,7.327866732325962,4.2219567968580805,0.3706896551724138
test,3layer,interval_max,116,16.16599433524701,13.658683122238555,0.09482758620689655
test,all,lut,593,2.6498786003456276,2.6581260986299107,0.42833052276559863
test,all,ff,593,2.673649995897807,3.3886194628789736,0.3844856661045531
test,all,dsp,593,4.374334085297454,0.0,0.26644182124789206
test,all,bram,593,2.508292150052351,0.0,0.3406408094435076
test,all,cycles_max,593,3.912057825219991,1.7483597655729408,0.45868465430016864
test,all,interval_max,593,5.102071262413912,4.83569528919657,0.357504215851602
test,conv1d,lut,55,3.057810401643775,2.6888005893749876,0.45454545454545453
test,conv1d,ff,55,4.813955232930305,3.1454914722172056,0.36363636363636365
test,conv1d,dsp,55,1.3565173714266632,0.0,0.32727272727272727
test,conv1d,bram,55,-4.5305841629753685,1.3546610579962142,0.4727272727272727
test,conv1d,cycles_max,55,-2.6397164647841134,-1.8814642538874935,0.509090909090909
test,conv1d,interval_max,55,-1.8131536666583679,2.535819122794692,0.4727272727272727
test,conv2d,lut,24,13.027569885376598,15.635609493839922,0.25
test,conv2d,ff,24,1.960456584391063,0.14256532651329668,0.5
test,conv2d,dsp,24,4.5187591273841194,0.0,0.25
test,conv2d,bram,24,7.301838210700112,2.3504484441154707,0.4583333333333333
test,conv2d,cycles_max,24,19.124567189312575,18.111076936588255,0.375
test,conv2d,interval_max,24,6.347567602667648,-4.717918844665412,0.5416666666666666
test,dense_latency,lut,90,-2.1027619066491905,-1.3452070322872047,0.5222222222222223
test,dense_latency,ff,90,2.258823349661073,2.256695310652788,0.3888888888888889
test,dense_latency,dsp,90,2.4141697744903596,0.0,0.25555555555555554
test,dense_latency,bram,90,0.0,0.0,0.0
test,dense_latency,cycles_max,90,-4.042504201584377,-4.004806134544169,0.6777777777777778
test,dense_latency,interval_max,90,-0.8409126819280726,-1.2652213269544783,0.5222222222222223
test,dense_resource,lut,59,-1.3108567000594753,-1.6538713395954858,0.576271186440678
test,dense_resource,ff,59,0.3696230702283034,-1.1288074452023524,0.5254237288135594
test,dense_resource,dsp,59,-3.003990601734415,0.0,0.3559322033898305
test,dense_resource,bram,59,0.5263068137183259,0.0,0.3050847457627119
test,dense_resource,cycles_max,59,0.05994588354098051,0.749060484428326,0.4576271186440678
test,dense_resource,interval_max,59,2.160133344411506,1.6786033877516182,0.4067796610169492
test,rule4ml,lut,124,-2.5189190683206957,-4.287077477649193,0.5887096774193549
test,rule4ml,ff,124,-5.709746629646959,-4.921168526145468,0.5564516129032258
test,rule4ml,dsp,124,-4.617576637165732,0.0,0.45161290322580644
test,rule4ml,bram,124,8.179026288338859,4.735664583932884,0.43548387096774194
test,rule4ml,cycles_max,124,0.3313610876077203,-0.9374337199385092,0.5161290322580645
test,rule4ml,interval_max,124,-10.010250892006958,-9.29995433178387,0.6129032258064516
