model,comparison,n_seeds,val_smape_mean,val_smape_std,val_resource_smape_mean,val_resource_smape_std,val_timing_smape_mean,val_timing_smape_std,test_smape_mean,test_smape_std,test_resource_smape_mean,test_resource_smape_std,test_timing_smape_mean,test_timing_smape_std
hierarchical_block_attention,best_validation,1,37.45795822143555,0.0,36.373329162597656,0.0,39.627220153808594,0.0,42.48277282714844,0.0,41.98587512969971,0.0,43.4765682220459,0.0
hierarchical_block_attention,equal_epoch,1,40.07826232910156,0.0,41.42485046386719,0.0,37.38508605957031,0.0,42.48277282714844,0.0,41.98587512969971,0.0,43.4765682220459,0.0
hierarchical_block_attention,equal_wall_time,1,42.272884368896484,0.0,38.09483337402344,0.0,50.628990173339844,0.0,42.48277282714844,0.0,41.98587512969971,0.0,43.4765682220459,0.0
hierarchical_memory_dual,best_validation,1,38.755550384521484,0.0,39.851722717285156,0.0,36.56321716308594,0.0,43.22531763712565,0.0,43.43503665924072,0.0,42.80587959289551,0.0
hierarchical_memory_dual,equal_epoch,1,39.65121078491211,0.0,38.17630386352539,0.0,42.60102844238281,0.0,43.22531763712565,0.0,43.43503665924072,0.0,42.80587959289551,0.0
hierarchical_memory_dual,equal_wall_time,1,39.65121078491211,0.0,38.17630386352539,0.0,42.60102844238281,0.0,43.22531763712565,0.0,43.43503665924072,0.0,42.80587959289551,0.0
hierarchical_sequence,best_validation,1,38.76116943359375,0.0,40.141090393066406,0.0,36.001319885253906,0.0,44.16488075256348,0.0,44.8314847946167,0.0,42.83167266845703,0.0
hierarchical_sequence,equal_epoch,1,38.76116943359375,0.0,40.141090393066406,0.0,36.001319885253906,0.0,44.16488075256348,0.0,44.8314847946167,0.0,42.83167266845703,0.0
hierarchical_sequence,equal_wall_time,1,38.76116943359375,0.0,40.141090393066406,0.0,36.001319885253906,0.0,44.16488075256348,0.0,44.8314847946167,0.0,42.83167266845703,0.0
