epoch,train_loss,val_r2,val_r2_lut,val_r2_ff,val_r2_dsp,val_r2_bram,val_r2_cycles_max,val_r2_interval_max,val_resource_r2,val_timing_r2,val_smape,val_smape_lut,val_smape_ff,val_smape_dsp,val_smape_bram,val_smape_cycles_max,val_smape_interval_max,val_resource_smape,val_timing_smape,val_rmse,val_rmse_lut,val_rmse_ff,val_rmse_dsp,val_rmse_bram,val_rmse_cycles_max,val_rmse_interval_max,val_resource_rmse,val_timing_rmse,val_loss,train_seconds,validation_seconds,epoch_seconds,cumulative_training_seconds,train_seconds_per_sample,data_wait_seconds,compute_submission_seconds,data_wait_fraction,peak_gpu_memory_mb
1,0.34815743565559387,0.19976137578487396,0.3988151550292969,0.4361993670463562,0.044422268867492676,0.3109963536262512,0.006708681583404541,0.001426398754119873,0.29760828614234924,0.004067540168762207,57.42236328125,50.32143020629883,48.798519134521484,58.30247497558594,47.00614929199219,67.46128845214844,72.6443099975586,51.10714340209961,70.05279541015625,366467.0,112073.03125,59966.2421875,1757.550537109375,28.856586456298828,1011056.5,1013919.875,43456.421875,1012488.1875,0.2395780384540558,96.33719458999985,14.292507864000072,110.62970405099986,111.02717142199981,0.03513391487600286,0.6293601889992715,95.70572021699991,0.0065330322697283874,2327.08740234375
2,0.21213801205158234,0.3681880533695221,0.4769895076751709,0.3970698118209839,0.6308926343917847,0.3435746431350708,0.15218442678451538,0.20841741561889648,0.46213164925575256,0.18030092120170593,51.46635818481445,44.96055603027344,47.285987854003906,43.05754089355469,42.55766296386719,64.23833465576172,66.69806671142578,44.46543502807617,65.46820068359375,334081.90625,104532.734375,62012.26171875,1092.3232421875,28.166109085083008,934088.0,902737.9375,41916.375,918413.0,0.18536683917045593,96.2740828900005,13.407192200998907,109.68127648200061,220.74348179499975,0.03511089820933643,0.5135201929933828,95.75743659200634,0.005334113320803684,2391.3603515625
3,0.1755790412425995,0.37088701128959656,0.4012463092803955,0.5806742906570435,0.39782458543777466,0.3507639765739441,0.24027812480926514,0.2545347213745117,0.4326273202896118,0.24740642309188843,48.97736740112305,44.32075500488281,45.19221115112305,39.23457336425781,43.17727279663086,58.83705520629883,63.10234069824219,42.981204986572266,60.969696044921875,320876.65625,111846.1953125,51715.38671875,1395.1995849609375,28.011444091796875,884228.3125,876046.75,41246.19921875,880137.5,0.1646193563938141,95.76054805199965,12.481671823999932,108.24222100800034,329.01705410700015,0.034923613439824815,0.5779704690194194,95.17989219298033,0.006035749472181769,2697.28759765625
4,0.16332457959651947,0.32639968395233154,0.38858330249786377,0.41465115547180176,0.3466643691062927,0.31755661964416504,0.2536056637763977,0.2373369336128235,0.36686384677886963,0.2454712986946106,47.78628921508789,46.55122375488281,47.96956253051758,39.23978042602539,40.76901626586914,53.76860427856445,58.4195671081543,43.63239288330078,56.094085693359375,323023.125,113022.71875,61101.4375,1453.2587890625,28.71887969970703,876438.1875,886094.3125,43901.53515625,881266.25,0.15914350748062134,95.08347486799903,12.77945807099968,107.862933856999,436.91150413799915,0.03467668667687784,0.6710540619878884,94.40993857101239,0.007057709889273726,2697.28759765625
5,0.1518920660018921,0.35685455799102783,0.4681254029273987,0.5847927331924438,0.4446711540222168,0.3181931972503662,0.15743064880371094,0.1679142713546753,0.4539456367492676,0.16267246007919312,48.72154235839844,41.01869583129883,40.81273651123047,37.345062255859375,44.670204162597656,62.03864288330078,66.44390869140625,40.96167755126953,64.24127197265625,335830.46875,105414.8359375,51460.796875,1339.8306884765625,28.705482482910156,931193.5,925545.1875,39561.0390625,928369.375,0.15786783397197723,94.4811196970004,13.000739256998713,107.48186014500061,544.4244826739996,0.03445700937162669,0.5349724430034257,93.94384735999665,0.005662353150885128,2697.28759765625
6,0.14167854189872742,0.4785250723361969,0.606898307800293,0.5777751207351685,0.7063541412353516,0.3931092619895935,0.30540984869003296,0.2816038727760315,0.5710341930389404,0.2935068607330322,42.453250885009766,37.065460205078125,39.75266647338867,31.95498275756836,35.79701232910156,52.8721923828125,57.27717208862305,36.14253234863281,55.074684143066406,308165.1875,90625.3203125,51893.859375,974.28662109375,27.082544326782227,845476.25,859994.3125,35880.13671875,852735.25,0.1279698610305786,94.48241538000002,12.907947211000646,107.39036377999946,651.8443468659989,0.034457481903719916,0.5061467039977288,93.97392708100233,0.005357179389481871,2697.28759765625
7,0.13568265736103058,0.5505286455154419,0.6371780633926392,0.623916745185852,0.6277623772621155,0.44748181104660034,0.4339040517807007,0.5329286456108093,0.5840847492218018,0.483416348695755,41.59285354614258,34.43122100830078,34.521114349365234,37.892005920410156,36.00053024291992,51.050315856933594,55.66191101074219,35.71121597290039,53.35611343383789,265645.875,87065.0546875,48976.30859375,1096.9451904296875,25.84088897705078,763276.9375,693434.125,34291.03515625,728355.5,0.12691590189933777,94.56862582400026,12.92874814499919,107.49737479199939,759.3751387119992,0.034488922619985506,0.6363304120186513,93.92965698898115,0.0067289564621193145,2697.28759765625
8,0.13057272136211395,0.5196741223335266,0.6097735166549683,0.5942004919052124,0.7138588428497314,0.405647337436676,0.380573570728302,0.4139912724494934,0.5808700323104858,0.3972824215888977,39.69052505493164,32.60577392578125,33.92280960083008,30.764118194580078,32.39238739013672,50.48788070678711,57.970191955566406,32.42127227783203,54.229034423828125,286216.59375,90293.2890625,50874.45703125,961.756103515625,26.801326751708984,798421.0625,776722.0625,35539.07421875,787571.5625,0.11863010376691818,94.50427941199996,12.717461825999635,107.22174223100046,866.6294840899991,0.03446545565718452,0.5853555310077354,93.91638808299285,0.006194124135938313,2697.28759765625
9,0.12551581859588623,0.5382063388824463,0.7043359279632568,0.7472313642501831,0.777635931968689,0.5069586038589478,0.265367329120636,0.22770875692367554,0.6840404272079468,0.24653804302215576,36.98551559448242,31.431644439697266,29.417980194091797,29.580873489379883,33.3637580871582,45.75971984863281,52.35912322998047,30.948562622070312,49.05942153930664,313465.78125,78595.265625,40151.859375,847.8267211914062,24.41045379638672,869505.25,891670.0,29904.841796875,880587.625,0.10771233588457108,93.26968717400086,13.357468701000471,106.62715693700011,973.2898762979985,0.03401520319985444,0.6346548710080242,92.63327877299162,0.006804641704945229,2697.28759765625
10,0.12342715263366699,0.5833559632301331,0.6832497119903564,0.7004812359809875,0.7972713708877563,0.4998486042022705,0.3930489420890808,0.42623579502105713,0.6702126860618591,0.40964236855506897,36.357879638671875,31.05885124206543,28.28563690185547,29.69340705871582,33.88533020019531,44.69994354248047,50.52409744262695,30.730806350708008,47.612022399902344,280799.28125,81349.6328125,43707.5078125,809.5289306640625,24.585832595825195,790340.0,768564.5,31472.814453125,779452.25,0.10478991270065308,93.52090282400059,12.713903370999105,106.23480705399925,1079.5605817999985,0.03410682086943858,0.601242396995076,92.91743181100537,0.006429115918151459,2697.28759765625
