split,target,r2,smape,rmse,rpe_median,rpe_mean,rpe_q25,rpe_q75,inference_seconds_per_sample,n_samples
validation,lut,0.6297547221183777,32.81971740722656,45675.72265625,-15.711620330810547,-28.085262298583984,-41.920631408691406,10.162358283996582,0.05703094034286637,105
validation,ff,0.0018727779388427734,33.36565017700195,52914.6328125,-6.940554141998291,-46.51518630981445,-23.600435256958008,13.449947357177734,0.05703094034286637,105
validation,dsp,0.8492302894592285,54.5656852722168,107.29986572265625,-17.682302474975586,-64.46454620361328,-96.8869857788086,13.987159729003906,0.05703094034286637,105
validation,bram,-0.39736413955688477,45.20137023925781,44.466888427734375,-18.0947265625,-29.593847274780273,-41.206424713134766,8.10590934753418,0.05703094034286637,105
validation,cycles_max,0.6159464120864868,50.947509765625,313492.53125,-15.843352317810059,-59.28193664550781,-74.3797378540039,21.525911331176758,0.05703094034286637,105
validation,interval_max,-3.164353370666504,69.43241882324219,1032722.9375,-10.013150215148926,-97.11222839355469,-109.16055297851562,37.69850158691406,0.05703094034286637,105
test,lut,0.7850549817085266,32.544559478759766,51876.625,-2.611854314804077,-31.12150001525879,-38.48175811767578,12.505250930786133,0.053993184666649624,105
test,ff,0.7414908409118652,40.47481155395508,27827.626953125,-4.578910827636719,-50.75627136230469,-27.832401275634766,23.337953567504883,0.053993184666649624,105
test,dsp,0.4295158386230469,68.43944549560547,1212.510009765625,-14.66783618927002,-64.10318756103516,-86.80619812011719,17.791488647460938,0.053993184666649624,105
test,bram,-1.1400411128997803,40.511722564697266,34.46253967285156,-11.306246757507324,-28.233911514282227,-32.17508316040039,3.7118613719940186,0.053993184666649624,105
test,cycles_max,0.4821091294288635,62.30323791503906,468316.1875,1.3386369943618774,-69.73889923095703,-73.88396453857422,37.34540557861328,0.053993184666649624,105
test,interval_max,0.012058675289154053,74.37336730957031,647001.625,7.5087666511535645,-77.8054428100586,-88.2591781616211,35.51039123535156,0.053993184666649624,105
