epoch,train_loss,val_r2,val_r2_lut,val_r2_ff,val_r2_dsp,val_r2_bram,val_r2_cycles_max,val_r2_interval_max,val_resource_r2,val_timing_r2,val_smape,val_smape_lut,val_smape_ff,val_smape_dsp,val_smape_bram,val_smape_cycles_max,val_smape_interval_max,val_resource_smape,val_timing_smape,val_rmse,val_rmse_lut,val_rmse_ff,val_rmse_dsp,val_rmse_bram,val_rmse_cycles_max,val_rmse_interval_max,val_resource_rmse,val_timing_rmse,val_loss,train_seconds,validation_seconds,epoch_seconds,cumulative_training_seconds,learning_rate,next_learning_rate,train_seconds_per_sample,data_wait_seconds,compute_submission_seconds,data_wait_fraction,mean_pre_clip_gradient_norm,peak_gpu_memory_mb
11,0.09853848069906235,0.6100504994392395,0.7776249051094055,0.8002225160598755,0.5938637256622314,0.5982863903045654,0.5312162637710571,0.3590894341468811,0.6924993991851807,0.4451528489589691,31.9080810546875,27.901065826416016,25.490755081176758,25.004953384399414,33.564720153808594,37.16751480102539,42.31946563720703,27.990373611450195,39.743492126464844,266958.34375,67334.5,33866.9921875,999.338623046875,23.80980110168457,691175.0,808350.4375,25556.16015625,749762.75,0.07738719135522842,137.457707046,21.51292829799786,158.97063658999832,1783.570800665002,0.001,0.001,0.02660815080255517,3.0817480140030966,134.37377197099704,0.022419965486576262,2.3719921910172275,660.775390625
12,0.09627113491296768,0.5020478367805481,0.7506164908409119,0.6613556146621704,0.5369693636894226,0.5357984304428101,0.2581546902656555,0.26939278841018677,0.6211849451065063,0.26377373933792114,32.90848922729492,29.60163116455078,28.295347213745117,27.579259872436523,36.397823333740234,35.58295822143555,39.99392318725586,30.468517303466797,37.7884407043457,308172.375,71306.390625,44093.57421875,1067.042236328125,25.594743728637695,869477.6875,863063.875,29123.150390625,866270.75,0.08298607915639877,138.08130609599903,21.87334520999866,159.95465236900054,1943.6756332619989,0.001,0.001,0.026728862968640927,3.289468503993703,134.7887472940056,0.02382322573465181,2.2337894568871417,660.775390625
13,0.09314479678869247,0.6193670630455017,0.6856976747512817,0.6601345539093018,0.6627615690231323,0.6064101457595825,0.51082444190979,0.5903739333152771,0.653751015663147,0.550599217414856,34.60300064086914,28.21268653869629,27.271547317504883,28.479429244995117,34.82755661010742,39.40624237060547,49.42052459716797,29.697803497314453,44.41338348388672,246241.296875,80051.3046875,44172.99609375,910.6370239257812,23.567821502685547,706047.875,646241.375,31289.626953125,676144.625,0.08583416044712067,136.24885898199864,22.958185604999017,159.20704577099968,2102.9026685610006,0.001,0.001,0.026374150015872753,2.5809237799949187,133.66540339000494,0.018943070493009324,2.401589307438109,660.775390625
14,0.09170600771903992,0.6816632151603699,0.7969858646392822,0.834335446357727,0.8646846413612366,0.4603767395019531,0.5821882486343384,0.5514084696769714,0.7390956878662109,0.5667983293533325,27.082672119140625,25.416025161743164,23.892179489135742,21.32578468322754,32.16181564331055,30.209108352661133,29.49111557006836,25.698951721191406,29.850112915039062,237429.765625,64336.54296875,30840.26953125,576.833251953125,27.59579086303711,652517.375,676279.9375,23945.310546875,664398.625,0.06415876001119614,138.23428976799914,22.48103999000159,160.7153311229995,2263.630735029001,0.001,0.001,0.026758476532713734,4.095280738973088,134.13727592102805,0.029626021813702698,2.2665947459799587,660.775390625
15,0.09010054171085358,0.650974690914154,0.7310457229614258,0.8138222694396973,0.5293369293212891,0.6115128397941589,0.6525943279266357,0.5675358772277832,0.671429455280304,0.6100651025772095,27.88032341003418,24.65717124938965,22.658689498901367,22.657432556152344,36.6965217590332,31.914154052734375,28.697967529296875,26.66745376586914,30.306060791015625,227810.1875,74051.4921875,32693.939453125,1075.80078125,23.41455078125,595004.4375,664012.125,26961.162109375,629508.25,0.06312249600887299,137.9132312490001,21.1476117730017,159.06084442899737,2422.895597868999,0.001,0.001,0.026696328155052282,4.644534851064236,133.2655896059332,0.03367798317456001,2.1015585629102245,660.775390625
16,0.08922868221998215,0.6633217334747314,0.8201364278793335,0.8767255544662476,0.9060336947441101,0.5014418363571167,0.4357854127883911,0.4398077130317688,0.7760844230651855,0.43779656291007996,30.3314266204834,25.02604103088379,23.51171112060547,26.62212562561035,30.743223190307617,37.302406311035156,38.783042907714844,26.47577476501465,38.042724609375,266945.5,60557.25390625,26603.564453125,480.6875,26.525001525878906,758270.0625,755735.0,21917.0078125,757002.5,0.07777119427919388,149.96110436299932,25.388711446001253,175.34981834499922,2598.654555293,0.001,0.001,0.029028475486449733,11.816543169054057,138.13818965494647,0.07880073503863959,2.214657036512629,660.775390625
17,0.0865839272737503,0.6459254622459412,0.8259616494178772,0.8052918910980225,0.8610262870788574,0.539406418800354,0.4161476492881775,0.4277186393737793,0.757921576499939,0.4219331443309784,28.450454711914062,24.100505828857422,22.598445892333984,24.722475051879883,32.680870056152344,33.64272689819336,32.95769500732422,26.02557373046875,33.300209045410156,271468.71875,59568.5546875,33434.54296875,584.578857421875,25.495084762573242,771353.1875,763845.9375,23403.291015625,767599.5625,0.06549835205078125,142.30856687399864,26.17605909699705,168.4846286360007,2767.1652989620015,0.001,0.001,0.02754714805923319,11.586319943002309,130.71016864699777,0.08142379378303605,2.0998119467367697,660.775390625
18,0.08582431823015213,0.6551076173782349,0.8496248126029968,0.8878648281097412,0.8388658761978149,0.6034286022186279,0.34291785955429077,0.4079439043998718,0.794946014881134,0.3754308819770813,28.766939163208008,23.908737182617188,22.864601135253906,22.270355224609375,29.539119720458984,32.84397888183594,41.174842834472656,24.645702362060547,37.0094108581543,279437.75,55371.0390625,25373.140625,629.4634399414062,23.656917572021484,818298.1875,776930.9375,20349.32421875,797614.5625,0.06876110285520554,139.33219176000057,21.696984713002166,161.02917816099944,2928.220010254001,0.001,0.001,0.026971001114982688,10.266438306942291,129.0613931780572,0.07368548119581989,2.0469495328402743,660.775390625
19,0.08584575355052948,0.6047496795654297,0.8367775678634644,0.8657339215278625,0.3488205075263977,0.6458078622817993,0.4582452178001404,0.4731130003929138,0.6742849349975586,0.4656791090965271,28.477174758911133,28.248870849609375,26.989850997924805,23.474950790405273,30.733692169189453,31.188396453857422,30.227294921875,27.36184310913086,30.70784568786621,260448.296875,57687.87109375,27764.28515625,1265.39794921875,22.357175827026367,743024.5625,732925.3125,21684.978515625,737974.9375,0.06616832315921783,136.26726202600184,18.441641972996877,154.7089061930019,3082.948908876002,0.001,0.001,0.026377712355013908,6.172154702959233,130.08659568904113,0.045297308871559964,2.048049856911503,660.775390625
20,0.08259803056716919,0.6811684966087341,0.8529474139213562,0.8947651982307434,0.5939013957977295,0.5816501975059509,0.5669736862182617,0.5967730283737183,0.7308160662651062,0.58187335729599,26.94675636291504,22.097736358642578,21.456167221069336,22.544178009033203,29.4434871673584,32.46320343017578,33.6757698059082,23.885393142700195,33.069488525390625,230970.828125,54755.8984375,24580.0625,999.2922973632812,24.297819137573242,664291.8125,641173.8125,20089.88671875,652732.8125,0.06220921128988266,130.5456033570008,19.84917652999866,150.39478094100195,3233.3647046570004,0.001,0.001,0.025270151637050098,4.13243291701292,126.40615532298762,0.03165679185541116,2.0043823512346015,660.775390625
21,0.08239255100488663,0.6014019846916199,0.8198174238204956,0.8780966997146606,0.6116049289703369,0.5273000001907349,0.36370718479156494,0.40788567066192627,0.7092047929763794,0.3857964277267456,31.625938415527344,23.580503463745117,22.539878845214844,28.486019134521484,29.374065399169922,43.31850051879883,42.45664596557617,25.9951171875,42.8875732421875,278381.28125,60610.93359375,26455.201171875,977.2678833007812,25.827970504760742,805249.1875,776969.125,22017.306640625,791109.125,0.07733295857906342,142.03437426099845,21.661362542999996,163.69573837999997,3397.4260023419993,0.001,0.001,0.02749407167266714,7.425680215987086,134.60401968601218,0.05228258752296751,2.086479592064955,660.775390625
22,0.08239490538835526,0.7089994549751282,0.7937078475952148,0.8460369110107422,0.8389196991920471,0.6068103313446045,0.5822292566299438,0.5862928628921509,0.771368682384491,0.5842610597610474,25.838302612304688,23.24740219116211,21.934999465942383,20.072900772094727,31.053590774536133,29.780986785888672,28.939929962158203,24.07722282409668,29.360458374023438,232862.640625,64853.875,29731.1484375,629.3582763671875,23.555835723876953,652485.375,649452.625,23809.484375,650969.0,0.05786728113889694,140.40170165699965,18.087769677000324,158.48947399399913,3555.9377488669998,0.001,0.001,0.02717802974390237,9.19095655800993,131.19375371298884,0.06546978328528584,2.042871391533329,660.775390625
23,0.07995691895484924,0.5808733105659485,0.7002489566802979,0.7069939374923706,0.5812218189239502,0.6311278343200684,0.4578884243965149,0.4077586531639099,0.6548981666564941,0.4328235387802124,27.41447639465332,25.819747924804688,24.33725357055664,24.255535125732422,32.34214401245117,29.10249900817871,28.62967300415039,26.688671112060547,28.866085052490234,273425.03125,78176.265625,41014.90234375,1014.772705078125,22.81578826904297,743269.125,777052.4375,30057.189453125,760160.75,0.06345582753419876,137.82251582999743,21.267460836999817,159.08997912199993,3715.5157020709994,0.001,0.001,0.02667876806620159,5.641915342992434,132.17424111600485,0.04093798207665878,1.8330386614098269,660.775390625
24,0.08076585829257965,0.6585220098495483,0.8898193836212158,0.8862947225570679,0.7351378798484802,0.6976602077484131,0.38931554555892944,0.35290437936782837,0.8022280335426331,0.3711099624633789,26.379064559936523,23.465391159057617,23.162065505981445,24.010028839111328,28.74053192138672,29.578914642333984,29.317453384399414,24.84450340270996,29.448184967041016,279149.09375,47396.6015625,25550.1640625,807.0244140625,20.655948638916016,788878.625,812241.5625,18443.611328125,800560.125,0.061045434325933456,136.6175772969982,25.672574199001247,162.29015324799911,3877.834125996,0.001,0.001,0.026445524060588116,4.651526580990321,131.96127628300746,0.034048979916040945,1.9682607361037665,660.775390625
25,0.07903598994016647,0.6990597248077393,0.8625015020370483,0.8881988525390625,0.7406551837921143,0.5704042911529541,0.6118379831314087,0.5207605361938477,0.7654399275779724,0.5662992596626282,28.185897827148438,24.03587532043457,22.55951690673828,22.509227752685547,27.717744827270508,32.546688079833984,39.746334075927734,24.205589294433594,36.14651107788086,234507.4375,52947.26953125,25335.326171875,798.5746459960938,24.622234344482422,628938.625,699000.125,19776.44921875,663969.375,0.06479629874229431,139.67727554500016,21.77360882299763,161.45088525300162,4039.301202363,0.001,0.001,0.027037800144212188,7.930629027028772,131.74422036497344,0.05677922017851039,1.7818610598520597,660.775390625
26,0.08031029999256134,0.628038227558136,0.6740481853485107,0.7703778743743896,0.7252101898193359,0.5130337476730347,0.5421565175056458,0.5434032082557678,0.6706675291061401,0.5427798628807068,27.370752334594727,26.740407943725586,24.50934410095215,23.489891052246094,31.463214874267578,29.22858238220215,28.793079376220703,26.55071258544922,29.01082992553711,247337.984375,81521.328125,36308.66015625,822.0099487304688,26.21482276916504,683062.25,682287.5,29669.55078125,682674.875,0.06336671859025955,139.13395648099686,23.12382148499819,162.25777970099807,4202.124762141,0.001,0.001,0.026932628045101985,6.2760162229933485,132.85318008100876,0.04510926814584651,2.000751054877467,660.775390625
27,0.07782145589590073,0.612950325012207,0.8460012078285217,0.8007951378822327,0.6929373741149902,0.5954558253288269,0.4063885807991028,0.3361237645149231,0.7337973713874817,0.37125617265701294,32.36069107055664,23.923192977905273,23.595849990844727,22.45555877685547,31.185850143432617,43.82442092895508,49.17927551269531,25.29011344909668,46.50184631347656,281870.71875,56034.20703125,33818.41796875,868.94091796875,23.893539428710938,777773.0625,822705.75,22686.36328125,800239.375,0.07692445069551468,138.50413832200138,19.006713804003084,157.5108530030011,4359.659967919,0.001,0.001,0.026810712025164805,6.062933694956882,132.43883294704574,0.04377513617301551,1.84017381588741,660.775390625
28,0.07673199474811554,0.6523992419242859,0.8244374990463257,0.8545029163360596,0.8644568920135498,0.5507988929748535,0.43336594104766846,0.3868335485458374,0.7735490798950195,0.41009974479675293,28.604501724243164,25.56515121459961,24.818302154541016,27.560733795166016,33.95037078857422,29.442462921142578,30.289987564086914,27.9736385345459,29.866226196289062,273314.71875,59828.81640625,28902.171875,577.3185424804688,25.177806854248047,759894.1875,790660.6875,22333.37109375,775277.4375,0.07742306590080261,138.1307016819992,18.325429028001963,156.456132006002,4516.130181707998,0.001,0.001,0.0267384246384048,5.873963783044019,132.25225227995543,0.04252606022570618,1.800508524149933,660.775390625
29,0.07749819755554199,0.6633044481277466,0.8338301181793213,0.8844012022018433,0.8280245661735535,0.5506949424743652,0.4603871703147888,0.4224884510040283,0.7742376923561096,0.44143781065940857,26.22429084777832,23.04226303100586,21.543197631835938,20.1938533782959,32.09088134765625,29.783737182617188,30.691814422607422,24.217548370361328,30.237775802612305,265587.71875,58206.40234375,25762.025390625,650.2943725585938,25.18071937561035,741554.25,767328.4375,21160.9765625,754441.375,0.05826866626739502,141.08896857999935,24.454982305000158,165.5439519069987,4681.700288594999,0.001,0.001,0.027311066314363017,6.662158104045375,134.42468716695294,0.047220264166008975,1.792253551652926,660.775390625
30,0.07604902982711792,0.7022864818572998,0.8735623359680176,0.8758055567741394,0.8448613286018372,0.6706990599632263,0.4891352653503418,0.4596552848815918,0.8162320852279663,0.4743952751159668,29.590913772583008,27.569440841674805,23.269304275512695,25.7473087310791,30.691110610961914,33.22383117675781,37.04448699951172,26.819290161132812,35.134159088134766,256978.625,50772.99609375,26702.654296875,617.6419677734375,21.557281494140625,721530.5625,742226.4375,19528.7109375,731878.5,0.0683474987745285,144.3457742239989,22.917106507000426,167.26288296599887,4848.996122131,0.001,0.001,0.027941497139759755,10.818111067950667,133.51665878405038,0.07495152470221426,1.84066686624713,660.775390625
31,0.07593245804309845,0.7324532866477966,0.8945167660713196,0.8656519651412964,0.7470517754554749,0.5704326629638672,0.66432785987854,0.6527388095855713,0.7694132924079895,0.6585333347320557,25.41969108581543,23.215801239013672,21.677568435668945,19.302581787109375,30.922922134399414,30.224838256835938,27.174428939819336,23.77971839904785,28.699634552001953,209141.328125,46375.2578125,27772.755859375,788.6650390625,24.621421813964844,584870.125,595016.5625,18740.326171875,589943.375,0.05607527866959572,143.3564827730006,22.319917316999636,165.67640251400007,5014.830722162998,0.001,0.001,0.02774999666531177,9.715276754966908,133.63195687203552,0.06777442793382818,1.7311454648757498,660.775390625
32,0.07584065198898315,0.671269953250885,0.8338636159896851,0.8318415880203247,0.8040766716003418,0.6152215003967285,0.4701196551322937,0.4724966883659363,0.77125084400177,0.471308171749115,26.54245948791504,22.40547752380371,20.570249557495117,18.483875274658203,28.6042423248291,33.24824142456055,35.942665100097656,22.515960693359375,34.59545135498047,259696.609375,58200.53125,31071.533203125,694.096435546875,23.302520751953125,734836.4375,733353.8125,22497.365234375,734095.125,0.05987512320280075,139.18350471899976,22.387303117997362,161.57081025299703,5176.598109754999,0.001,0.001,0.026942219264227595,7.307168836967321,131.87208289703267,0.05250185459347644,1.7557797938493014,660.775390625
33,0.0746171772480011,0.6093741059303284,0.7094283699989319,0.7424793243408203,0.8627332448959351,0.688746452331543,0.3468054533004761,0.30605196952819824,0.7508468627929688,0.32642871141433716,27.56014060974121,24.258699417114258,23.4381160736084,21.492511749267578,33.18233871459961,30.831565856933594,32.157596588134766,25.592918395996094,31.49458122253418,295504.9375,76969.9453125,38451.15625,580.9777221679688,20.958232879638672,815873.9375,841132.5625,29005.759765625,828503.25,0.06232549250125885,138.17685864799932,20.693716639998456,158.87057608599935,5335.592849238001,0.001,0.001,0.02674735939759956,4.6208261709725775,133.55230278003,0.03344229233320151,1.7669372488931974,660.775390625
34,0.07397564500570297,0.6892169117927551,0.8708333969116211,0.927254855632782,0.9213375449180603,0.5454543232917786,0.4711539149284363,0.39926737546920776,0.8162200450897217,0.435210645198822,26.855993270874023,21.016681671142578,19.605669021606445,20.624927520751953,27.543062210083008,34.614994049072266,37.73062515258789,22.197586059570312,36.17280960083008,264823.59375,51317.9921875,20436.443359375,439.8052978515625,25.327146530151367,734118.9375,782603.125,18054.892578125,758361.0,0.0607110895216465,137.6458231769975,21.557470267998724,159.20329599199977,5494.8173802050005,0.001,0.001,0.02664456507491241,4.5241865340249205,133.10885316597341,0.0328713697226072,1.6397561999297363,660.775390625
35,0.07298855483531952,0.6635534763336182,0.7772101759910583,0.8516608476638794,0.560584545135498,0.5891903638839722,0.5561630725860596,0.6465116739273071,0.6946614980697632,0.6013373732566833,25.461151123046875,21.936107635498047,19.45970916748047,23.00327491760254,28.590208053588867,31.83034324645996,27.9472713470459,23.247325897216797,29.88880729675293,228417.453125,67397.2578125,29183.0859375,1039.4759521484375,24.07785415649414,672532.8125,600327.9375,24410.974609375,636430.375,0.056357692927122116,142.98693199699846,25.24751753700184,168.23445092600014,5663.077382713,0.001,0.001,0.027678461478319486,4.914822723039833,138.06923079396074,0.03437322276260316,1.695147072106323,660.775390625
36,0.0733090415596962,0.6356189846992493,0.8516583442687988,0.8436169624328613,0.32098156213760376,0.6181251406669617,0.6754709482192993,0.5038610696792603,0.6585955023765564,0.5896660089492798,25.70020866394043,23.336362838745117,20.893869400024414,20.328134536743164,25.991317749023438,31.621110916137695,32.030452728271484,22.637420654296875,31.825782775878906,228762.125,54995.37109375,29963.88671875,1292.1636962890625,23.21442985534668,575080.375,711217.8125,21568.658203125,643149.125,0.05877168849110603,142.9905568460017,22.784521994999523,165.77508038700034,5829.003828191999,0.001,0.001,0.027679163152536143,11.244823771990923,131.74181653900814,0.07864247839891325,1.6520586191408406,660.775390625
37,0.07240734994411469,0.7229890823364258,0.8707493543624878,0.9250741004943848,0.6626197695732117,0.6264004707336426,0.6406263113021851,0.6124643087387085,0.7712109088897705,0.6265453100204468,24.9680233001709,22.514789581298828,18.829036712646484,19.53366470336914,25.862693786621094,29.511058807373047,33.55690002441406,21.685047149658203,31.533979415893555,217791.703125,51334.68359375,20740.501953125,910.8284301757812,22.961523056030273,605166.5625,628574.625,18252.244140625,616870.625,0.05637510493397713,141.48673161499755,23.73840586899678,165.22514007000063,5994.251752617001,0.001,0.001,0.027388062643243817,9.30865155403444,132.16685126196535,0.06579691443925163,1.641280733902388,660.775390625
38,0.07257814705371857,0.6974917054176331,0.672961950302124,0.7936432361602783,0.8206742405891418,0.6201647520065308,0.639319658279419,0.6381864547729492,0.7268610000610352,0.6387530565261841,24.72064208984375,24.66883659362793,20.829303741455078,20.985673904418945,28.149742126464844,27.11777114868164,26.572525024414062,23.658388137817383,26.84514808654785,221731.0,81657.0546875,34420.14453125,664.0458984375,23.152353286743164,606265.6875,607356.0625,29191.1015625,606810.875,0.05353206768631935,139.78061681399777,19.20503583000027,158.98565497399977,6153.455242502001,0.001,0.001,0.02705780426132361,5.156657612988056,134.6195519960129,0.036892241014496584,1.5382309870177377,660.775390625
39,0.07321423292160034,0.323795348405838,0.8559145927429199,0.8400670289993286,-1.660118818283081,0.6674060821533203,0.626030683517456,0.6134727001190186,0.17581722140312195,0.6197516918182373,25.351205825805664,20.68854331970215,20.858896255493164,21.458839416503906,26.169002532958984,29.797780990600586,33.13417053222656,22.293819427490234,31.46597671508789,222028.609375,54200.65234375,30302.076171875,2557.568603515625,21.664796829223633,617333.375,627756.3125,21770.490234375,622544.875,0.056001417338848114,140.80325921199983,27.118046145002154,167.92130905500017,6321.526366383001,0.001,0.001,0.027255760590785875,6.875832203990285,133.92037194501245,0.04883535210021489,1.673356977963226,660.775390625
40,0.07117677479982376,0.6992807984352112,0.8286736607551575,0.8196306228637695,0.8566769957542419,0.5722222328186035,0.563187837600708,0.5552934408187866,0.7693008780479431,0.5592406392097473,25.35732078552246,21.921344757080078,19.91672706604004,20.0704402923584,29.572525024414062,31.612390518188477,29.050487518310547,22.87026023864746,30.331439971923828,238739.234375,59102.61328125,32179.90625,593.6558227539062,24.57008171081543,667189.375,673345.1875,22975.185546875,670267.25,0.05550404265522957,141.75313706000088,23.416127264998067,165.16926554699967,6486.716649447,0.001,0.001,0.027439631641502298,7.400968095003918,134.3484560659963,0.05221162723453349,1.6069157086658774,660.775390625
41,0.07118776440620422,0.7391197681427002,0.8550451993942261,0.9025764465332031,0.8967369794845581,0.5768212676048279,0.6847906112670898,0.5187482237815857,0.807794988155365,0.6017694473266602,23.067609786987305,21.291065216064453,18.930490493774414,17.417802810668945,27.209264755249023,26.652441024780273,26.904600143432617,21.212156295776367,26.778520584106445,224295.25,54363.9296875,23650.23046875,503.90557861328125,24.43764877319336,566762.8125,700466.125,19635.625,633614.5,0.05023773014545441,142.77080875700267,24.847616752998874,167.61842676500237,6654.526419136,0.001,0.001,0.027636625775648987,9.938207407980371,132.82909918401856,0.06961122714447382,1.5639793532828428,660.775390625
