split,kernel_family,target,r2,smape,rmse,rpe_median,rpe_mean,rpe_q25,rpe_q75,inference_seconds_per_sample,n_samples
test,all,lut,0.32028263807296753,50.635684967041016,89489.265625,-8.490669250488281,-247.1890869140625,-60.7142333984375,21.865375518798828,0.00012656372789587338,294
test,all,ff,0.2801206111907959,50.72439956665039,57768.08203125,1.7223163843154907,-3493.326416015625,-39.55684280395508,27.90549659729004,0.00012656372789587338,294
test,all,dsp,0.06661611795425415,50.87921142578125,1028.764404296875,0.0,-495.53912353515625,-43.41297149658203,12.739114761352539,0.00012656372789587338,294
test,all,bram,0.3296552300453186,62.93094253540039,24.66977882385254,6.155416488647461,-53.201107025146484,-36.91939163208008,35.331565856933594,0.00012656372789587338,294
test,all,cycles_max,0.4019394516944885,57.075714111328125,405135.21875,15.730271339416504,-37.919612884521484,-25.96930503845215,46.09878158569336,0.00012656372789587338,294
test,all,interval_max,0.263721227645874,67.4369125366211,449716.0625,-3.440098285675049,-147.6244659423828,-75.58271789550781,36.668006896972656,0.00012656372789587338,294
test,2layer,lut,0.039996445178985596,30.92392921447754,6561.33740234375,-25.629253387451172,-42.27279281616211,-44.028953552246094,-1.270256757736206,0.00012656372789587338,64
test,2layer,ff,0.15890109539031982,24.435543060302734,3634.568603515625,-17.642498016357422,-29.14185333251953,-37.22502136230469,-1.4159395694732666,0.00012656372789587338,64
test,2layer,dsp,0.6533482670783997,24.955331802368164,2.626307249069214,0.0,-21.990928649902344,-25.83262062072754,1.119670033454895,0.00012656372789587338,64
test,2layer,bram,-0.08795380592346191,31.97011375427246,2.2505972385406494,3.0717856884002686,1.9404090642929077,-10.662632942199707,18.666080474853516,0.00012656372789587338,64
test,2layer,cycles_max,0.36420249938964844,34.95846176147461,1761.588134765625,-3.640469551086426,-15.867424011230469,-37.435546875,28.52200698852539,0.00012656372789587338,64
test,2layer,interval_max,0.39935481548309326,28.12250518798828,1018.9751586914062,-5.105544090270996,-10.256620407104492,-23.85770034790039,13.922595977783203,0.00012656372789587338,64
test,3layer,lut,0.3108195662498474,23.15816307067871,8073.17626953125,8.047613143920898,2.062103271484375,-6.974762916564941,20.870227813720703,0.00012656372789587338,58
test,3layer,ff,0.11325955390930176,22.179946899414062,4903.859375,14.02778434753418,10.099333763122559,2.0915374755859375,25.645343780517578,0.00012656372789587338,58
test,3layer,dsp,0.6048709154129028,22.464603424072266,3.4907171726226807,0.0,-1.7226544618606567,-7.903506755828857,17.773714065551758,0.00012656372789587338,58
test,3layer,bram,-0.05447399616241455,31.475332260131836,6.091850757598877,14.17556381225586,17.576457977294922,4.888127326965332,25.929332733154297,0.00012656372789587338,58
