epoch,train_loss,val_r2,val_r2_lut,val_r2_ff,val_r2_dsp,val_r2_bram,val_r2_cycles_max,val_r2_interval_max,val_resource_r2,val_timing_r2,val_smape,val_smape_lut,val_smape_ff,val_smape_dsp,val_smape_bram,val_smape_cycles_max,val_smape_interval_max,val_resource_smape,val_timing_smape,val_rmse,val_rmse_lut,val_rmse_ff,val_rmse_dsp,val_rmse_bram,val_rmse_cycles_max,val_rmse_interval_max,val_resource_rmse,val_timing_rmse,val_loss,train_seconds,validation_seconds,epoch_seconds,cumulative_training_seconds,train_seconds_per_sample,peak_gpu_memory_mb
11,0.14608393765215588,0.4492095708847046,0.6086125373840332,0.6741781234741211,0.5541685819625854,0.21530890464782715,0.30564069747924805,0.3373485207557678,0.5130670070648193,0.32149460911750793,45.39039993286133,44.9114875793457,41.8356819152832,39.15025329589844,39.00272750854492,48.09257125854492,59.34969711303711,41.22503662109375,53.721134185791016,67677.2421875,79096.640625,39246.68359375,1285.6436767578125,27.13367462158203,144734.828125,141672.5,29914.025390625,143203.65625,0.13452920588580045,77.90337061497848,3.820667218999006,81.72404134698445,966.1473413509957,0.05632926291755494,2880.2666015625
12,0.14651163367908757,0.5490508675575256,0.5350818634033203,0.5755836963653564,0.49020934104919434,0.2795151472091675,0.8179924488067627,0.5959229469299316,0.47009751200675964,0.7069576978683472,43.8179931640625,45.347312927246094,44.09771728515625,41.18989944458008,36.89559555053711,43.84150695800781,51.535926818847656,41.882633209228516,47.688716888427734,52855.421875,86207.0625,44792.8671875,1374.773681640625,25.999900817871094,74101.265625,110630.546875,33100.17578125,92365.90625,0.12596063541643548,79.06381155899726,6.803012499003671,85.86682887098868,1052.1262681879743,0.05716833807591993,2880.2666015625
13,0.14231786720147618,0.634087860584259,0.6135725378990173,0.6528333425521851,0.6732012629508972,0.27030885219573975,0.7852177023887634,0.8093937039375305,0.5524790287017822,0.797305703163147,40.39265060424805,44.784366607666016,38.88431930541992,38.898338317871094,34.941551208496094,39.74509048461914,45.102230072021484,39.37714385986328,42.42366027832031,46118.63671875,78593.859375,40511.828125,1100.7164306640625,26.165485382080078,80497.0859375,75982.1484375,30058.142578125,78239.6171875,0.11563458361408928,88.52552474098047,4.850957520015072,93.37648716400145,1145.7262900789792,0.06400977927764315,2880.2666015625
14,0.1449044535040252,0.5742929577827454,0.5707879066467285,0.628851056098938,0.5418829321861267,0.323921263217926,0.7089740037918091,0.6713405251502991,0.5163607597351074,0.6901572942733765,44.285736083984375,45.008323669433594,41.709598541259766,44.685760498046875,42.84821319580078,42.568077087402344,48.89444351196289,43.56297302246094,45.73126220703125,53253.66796875,82830.5546875,41887.73828125,1303.2373046875,25.185924530029297,93701.5546875,99773.6875,31511.6796875,96737.625,0.1288015196720759,83.47607345401775,4.6933129070093855,88.16938885601121,1234.1116976939957,0.060358693748385935,2880.2666015625
15,0.136938061228457,0.5236280560493469,0.5922582149505615,0.6443097591400146,0.7943005561828613,0.3157547116279602,0.4035290479660034,0.39161622524261475,0.5866557955741882,0.3975726366043091,44.26202392578125,44.45125961303711,36.842918395996094,36.56898880004883,40.04674530029297,50.464534759521484,57.19771957397461,39.47747802734375,53.83112716674805,65421.640625,80732.28125,41006.1328125,873.2765502929688,25.337583541870117,134145.328125,135747.484375,30659.255859375,134946.40625,0.1291565443530227,80.71502415501163,3.9836510219902266,84.69867834998877,1318.829413749976,0.058362273430955625,2880.2666015625
16,0.13351125216794377,0.43106913566589355,0.6176260709762573,0.6581089496612549,0.42402154207229614,0.323093056678772,0.28708982467651367,0.27647554874420166,0.5057123899459839,0.28178268671035767,42.11399459838867,42.17242431640625,38.53874969482422,42.960548400878906,37.479591369628906,40.76924133300781,50.763427734375,40.28782653808594,45.766334533691406,69093.6875,78180.546875,40202.8359375,1461.296630859375,25.201345443725586,146655.484375,148036.765625,29967.470703125,147346.125,0.12165666032921184,94.3873295589874,4.939389723993372,99.32672315998934,1418.3523421689752,0.06824824986188532,2880.2666015625
17,0.13363768944728227,0.5766388177871704,0.6379585266113281,0.5640484094619751,0.5958796143531799,0.2565123438835144,0.7373418211936951,0.6680920124053955,0.5135997533798218,0.7027169466018677,42.970760345458984,41.507076263427734,38.47308349609375,37.71956253051758,38.69538116455078,44.19462966918945,57.23482894897461,39.098777770996094,50.71472930908203,52000.79296875,76073.5625,45397.5,1224.02587890625,26.41168785095215,89017.703125,100265.5625,30680.375,94641.6328125,0.12321249282721317,106.38812578099896,5.274182727996958,111.6623112760135,1530.0474012039776,0.07692561517064278,2880.2666015625
18,0.1319702037341424,0.5488789677619934,0.5856714844703674,0.4530255198478699,0.6092615723609924,0.3200991153717041,0.707852840423584,0.617363452911377,0.49201440811157227,0.6626081466674805,39.61129379272461,45.407981872558594,41.50656509399414,38.05218505859375,36.845672607421875,35.510345458984375,40.345027923583984,40.453102111816406,37.92768859863281,55833.09765625,81381.75,50850.6328125,1203.58935546875,25.257017135620117,93881.8671875,107655.484375,33365.3046875,100768.671875,0.11490048739043149,92.02587277899147,5.361523052997654,97.38743855798384,1627.4827252829855,0.06654076122848263,2880.2666015625
19,0.12936104943979845,0.5041638016700745,0.4660140872001648,0.4711993932723999,0.5410465002059937,0.2525200843811035,0.5296379327774048,0.7645648717880249,0.43269503116607666,0.6471014022827148,40.92512893676758,44.65172576904297,40.9674072265625,44.977176666259766,35.41275405883789,37.33985900878906,42.201847076416016,41.50226593017578,39.770851135253906,57881.29296875,92388.8359375,49998.7109375,1304.4263916015625,26.482501983642578,119123.390625,84445.8984375,35929.61328125,101784.640625,0.11923060408144286,88.62253919400973,4.378937625006074,93.00148187400191,1720.645597443974,0.0640799271106361,2880.2666015625
20,0.12596846289464037,0.6154670119285583,0.6454935073852539,0.6744680404663086,0.8246991634368896,0.37661510705947876,0.5739713311195374,0.5975549221038818,0.6303189396858215,0.5857630968093872,40.57576370239258,44.097084045410156,39.569576263427734,39.85509490966797,35.185302734375,39.00801467895508,45.73951721191406,39.67676544189453,42.37376403808594,56519.12890625,75277.7578125,39229.21875,806.1710205078125,24.18451499938965,113370.5625,110406.9140625,28834.333984375,111888.734375,0.11957631282734149,91.57080197098549,4.728640624001855,96.29944452398922,1816.9798278359813,0.0662117150910958,2880.2666015625
21,0.13069286051429188,0.6579991579055786,0.6660428047180176,0.67319655418396,0.8252841234207153,0.23441869020462036,0.8095290660858154,0.7395237684249878,0.5997355580329895,0.7745264172554016,41.217586517333984,39.58002853393555,42.15019226074219,39.47367477416992,34.098331451416016,44.08903503417969,47.91425323486328,38.825557708740234,46.001644134521484,46304.78125,73063.421875,39305.7578125,804.8250732421875,26.80124282836914,75804.5390625,88823.328125,28300.203125,82313.9375,0.11661926092523517,96.93204289698042,4.695595630997559,101.62764228499145,1918.829306532978,0.07008824504481592,2880.2666015625
22,0.1265137885802911,0.6400629281997681,0.6559339761734009,0.6070444583892822,0.6454150676727295,0.3360459804534912,0.8169546127319336,0.778983473777771,0.5611099004745483,0.7979690432548523,38.76116943359375,41.572059631347656,37.218841552734375,42.51603698730469,39.25742721557617,32.0018424987793,40.00080108642578,40.141090393066406,36.001319885253906,45760.78125,74160.984375,43100.71875,1146.5562744140625,24.959062576293945,74312.2265625,81819.21875,29608.3046875,78065.71875,0.10823498259891164,91.42440260498552,6.010317934007617,97.43472369600204,2016.3146337289945,0.06610585871654773,2880.2666015625
