model,split,target,r2,smape,rmse,rpe_median,rpe_mean,rpe_q25,rpe_q75,inference_seconds_per_sample,n_samples
tabular_mlp_graph,synthetic_test,cycles_max,0.6549865007400513,31.608980178833008,607577.0625,-0.46793097257614136,-13.390127182006836,-19.930400848388672,14.119950294494629,3.976220747916864e-05,294
tabular_mlp_graph,synthetic_test,interval_max,0.7449072003364563,40.445098876953125,522530.40625,-4.3757476806640625,-49.41101837158203,-30.953859329223633,10.798942565917969,3.976220747916864e-05,294
tabular_mlp_graph,exemplar,lut,-3.5536928176879883,76.32402038574219,58664.19140625,-29.688724517822266,-122.30772399902344,-191.3836669921875,49.671966552734375,8.322319001308643e-05,400
tabular_mlp_graph,exemplar,ff,-0.17300176620483398,89.44560241699219,18768.361328125,23.480749130249023,-99.2240982055664,-66.29571533203125,74.2324447631836,8.322319001308643e-05,400
tabular_mlp_graph,exemplar,dsp,-0.05172884464263916,95.40821838378906,721.9505004882812,-71.58261108398438,-145.48187255859375,-259.95623779296875,31.929927825927734,8.322319001308643e-05,400
tabular_mlp_graph,exemplar,bram,-1.0028865337371826,59.7294921875,3.57826828956604,0.0,-55.27204132080078,-74.26579284667969,25.071239471435547,8.322319001308643e-05,400
tabular_mlp_graph,exemplar,cycles_max,-0.0987236499786377,106.73821258544922,1443.52880859375,-236.4275360107422,-897.7752075195312,-1194.546630859375,-33.99836349487305,8.322319001308643e-05,400
tabular_mlp_graph,exemplar,interval_max,0.029720544815063477,114.19284057617188,539.2443237304688,-49.883949279785156,-1290.590576171875,-747.6206665039062,56.67778015136719,8.322319001308643e-05,400
ridge_core_context,synthetic_test,lut,0.699735164642334,32.96070098876953,57254.00390625,-1.1196112632751465,-341.7760009765625,-30.89828872680664,17.679710388183594,5.377506784584728e-06,294
ridge_core_context,synthetic_test,ff,0.40907347202301025,43.52818298339844,61269.328125,0.8224949836730957,-34.60194778442383,-28.933753967285156,29.303220748901367,5.377506784584728e-06,294
ridge_core_context,synthetic_test,dsp,0.17553818225860596,68.47230529785156,1168.0567626953125,-1.568312406539917,-75.1869125366211,-67.18433380126953,39.3447380065918,5.377506784584728e-06,294
ridge_core_context,synthetic_test,bram,0.5576134920120239,34.561031341552734,28.091291427612305,-2.701324462890625,-16.601985931396484,-23.76712989807129,13.128827095031738,5.377506784584728e-06,294
ridge_core_context,synthetic_test,cycles_max,-0.009822607040405273,41.18613052368164,1039455.3125,-0.2015131264925003,-24.53852081298828,-35.65559387207031,26.228296279907227,5.377506784584728e-06,294
ridge_core_context,synthetic_test,interval_max,0.4469013214111328,50.9165153503418,769420.625,-0.7480387687683105,-38.185028076171875,-42.20602035522461,32.28141784667969,5.377506784584728e-06,294
ridge_core_context,exemplar,lut,-1.147373914718628,66.79609680175781,40285.15625,-35.77248001098633,-112.06613159179688,-151.41607666015625,24.57754135131836,4.8744200103101325e-06,400
ridge_core_context,exemplar,ff,-0.6187483072280884,119.90735626220703,22047.873046875,77.1711654663086,9.42569351196289,31.336044311523438,89.76242065429688,4.8744200103101325e-06,400
ridge_core_context,exemplar,dsp,-0.04918062686920166,103.664794921875,721.0753784179688,59.15347671508789,9.485654830932617,0.0,81.88560485839844,4.8744200103101325e-06,400
ridge_core_context,exemplar,bram,-0.033713698387145996,67.41755676269531,2.5706613063812256,16.18985366821289,-4.853906631469727,-16.143211364746094,48.8953742980957,4.8744200103101325e-06,400
ridge_core_context,exemplar,cycles_max,0.5191612839698792,99.6998062133789,954.95068359375,-122.58293914794922,-694.9689331054688,-756.396484375,11.595366477966309,4.8744200103101325e-06,400
ridge_core_context,exemplar,interval_max,0.09100514650344849,118.3505859375,521.936767578125,-46.416046142578125,-851.2706298828125,-621.1157836914062,60.38431167602539,4.8744200103101325e-06,400
extra_trees_core_context,synthetic_test,lut,0.7217739820480347,30.059703826904297,55112.796875,1.8664863109588623,-279.9350280761719,-23.03957748413086,18.49660873413086,0.0006768333197604599,294
extra_trees_core_context,synthetic_test,ff,0.8353271484375,29.485248565673828,32343.521484375,1.4415953159332275,-23.45341682434082,-16.523733139038086,17.696949005126953,0.0006768333197604599,294
